ID,Protein half life
YLR455W,442.4
YLR456W,
YLR457C,
YLR458W,
YLR459W,
YLR460C,643.6
YLR461W,
YLR462W,83.8
YLR463C,
YLR464W,83.8
YLR465C,
YLR466C-A,
YLR466C-B,
YLR466W,83.8
YLR467C-A,
YLR467W,83.8
YML001W,575.1
YML002W,
YML003W,
YML004C,242.7
YML005W,
YML006C,
YML007C-A,
YML007W,178.6
YML008C,601.6
YML009C,186.9
YML009C-A,
YML009W-B,
YML010C-B,
YML010W,445.7
YML010W-A,
YML010W-B,
YML011C,309.2
YML012C-A,
YML012W,558.6
YML013C-A,
YML013W,305.2
YML014W,528.7
YML015C,448.4
YML016C,573.1
YML017W,651.1
YML018C,
YML019W,
YML020W,515.5
YML021C,395.5
YML022W,505.3
YML023C,
YML024W,575.0
YML025C,314.6
YML026C,640.5
YML027W,
YML028W,655.9
YML029W,400.5
YML030W,597.6
YML031C-A,
YML031W,
YML032C,403.0
YML032C-A,
YML033W,
YML034C-A,
YML034W,426.3
YML035C,537.0
YML035C-A,
YML036W,1865.9
YML037C,339.5
YML038C,134.4
YML039W,
YML040W,
YML041C,
YML042W,
YML043C,
YML045W,
YML045W-A,
YML046W,415.4
YML047C,
YML047W-A,
YML048W,493.6
YML048W-A,
YML049C,713.5
YML050W,
YML051W,
YML052W,431.6
YML053C,
YML054C,
YML054C-A,
YML055W,359.2
YML056C,733.9
YML057C-A,
YML057W,570.9
YML058C-A,
YML058W,36.0
YML058W-A,
YML059C,
YML060W,89.0
YML061C,
YML062C,456.1
YML063W,680.4
YML064C,164.3
YML065W,34.3
YML066C,
YML067C,402.4
YML068W,
YML069W,664.2
YML070W,611.4
YML071C,
YML072C,530.9
YML073C,604.6
YML074C,516.5
YML075C,865.9
YML076C,353.1
YML077W,
YML078W,634.9
YML079W,723.3
YML080W,434.5
YML081CA,
YML081C-A,265.5
YML081W,360.9
YML082W,585.6
YML083C,
YML084W,
YML085C,1182.1
YML086C,560.9
YML087C,
YML088W,
YML089C,
YML090W,
YML091C,
YML092C,696.7
YML093W,247.3
YML094C-A,
YML094W,578.3
YML095C,534.0
YML095C-A,
YML096W,450.1
YML097C,561.8
YML098W,423.5
YML099C,
YML099W-A,
YML100W,642.3
YML100WA,
YML100W-A,
YML101C,671.4
YML101C-A,
YML102C-A,
YML102W,
YML103C,497.4
YML104C,
YML105C,582.6
YML106W,643.0
YML107C,326.9
YML108W,464.5
YML109W,263.5
YML110C,483.7
YML111W,331.8
YML112W,542.0
YML113W,
YML114C,559.7
YML115C,
YML116W,
YML116W-A,
YML117W,428.6
YML117W-A,
YML118W,
YML119W,
YML120C,501.2
YML121W,657.6
YML122C,
YML123C,
YML124C,774.7
YML125C,554.1
YML126C,638.0
YML127W,508.1
YML128C,248.1
YML129C,264.7
YML130C,1324.7
YML131W,667.0
YML132W,
YML133C,83.8
YML133W-A,
YML133W-B,
YMR001C,
YMR001C-A,
YMR002W,
YMR003W,
YMR004W,546.7
YMR005W,505.0
YMR006C,
YMR007W,
YMR008C,
YMR009W,290.3
YMR010W,324.3
YMR011W,67.1
YMR012W,599.0
YMR013C,510.6
YMR013C-A,
YMR013W-A,
YMR014W,389.4
YMR015C,126.7
YMR016C,314.7
YMR017W,
YMR018W,
YMR019W,
YMR020W,
YMR021C,
YMR022W,451.3
YMR023C,
YMR024W,505.2
YMR025W,
YMR026C,478.4
YMR027W,696.7
YMR028W,8.2
YMR029C,501.9
YMR030W,
YMR030W-A,
YMR031C,331.4
YMR031WA,
YMR031W-A,
YMR032W,278.8
YMR033W,
YMR034C,
YMR035W,
YMR036C,
YMR037C,384.3
YMR038C,585.0
YMR039C,601.3
YMR040W,
YMR041C,535.2
YMR042W,181.0
YMR043W,
YMR044W,474.8
YMR045C,
YMR046C,
YMR046W-A,
YMR047C,681.7
YMR048W,293.6
YMR049C,576.2
YMR050C,
YMR051C,
YMR052C-A,
YMR052W,391.9
YMR053C,
YMR054W,470.9
YMR055C,156.2
YMR056C,
YMR057C,
YMR058W,143.9
YMR059W,416.5
YMR060C,463.5
YMR061W,674.9
YMR062C,34800.2
YMR063W,
YMR064W,
YMR065W,
YMR066W,
YMR067C,481.3
YMR068W,
YMR069W,
YMR070W,
YMR071C,2376.4
YMR072W,575.6
YMR073C,395.0
YMR074C,476.2
YMR075CA,
YMR075C-A,
YMR075W,489.2
YMR076C,522.8
YMR077C,526.0
YMR078C,368.4
YMR079W,681.6
YMR080C,543.5
YMR081C,
YMR082C,
YMR083W,415.8
YMR084W,
YMR085W,
YMR086C-A,
YMR086W,536.3
YMR087W,
YMR088C,
YMR089C,464.1
YMR090W,2171.7
YMR091C,571.2
YMR092C,820.1
YMR093W,512.6
YMR094W,
YMR095C,
YMR096W,
YMR097C,1764.5
YMR098C,
YMR099C,606.8
YMR100W,
YMR101C,
YMR102C,437.7
YMR103C,
YMR104C,
YMR105C,1829.1
YMR105W-A,
YMR106C,560.0
YMR107W,
YMR108W,507.6
YMR109W,598.1
YMR110C,624.2
YMR111C,433.1
YMR112C,298.7
YMR113W,
YMR114C,383.7
YMR115W,473.5
YMR116C,603.7
YMR117C,414.4
YMR118C,
YMR119W,599.0
YMR119WA,
YMR119W-A,
YMR120C,662.8
YMR121C,1204.2
YMR122C,
YMR122W-A,
YMR123W,434.7
YMR124W,563.3
YMR125W,660.1
YMR126C,
YMR127C,
YMR128W,379.2
YMR129W,542.5
YMR130W,536.0
YMR131C,564.4
YMR132C,1875.0
YMR133W,
YMR134W,443.7
YMR135C,439.5
YMR135W-A,
YMR136W,
YMR137C,
YMR138W,
YMR139W,664.8
YMR140W,458.6
YMR141C,
YMR141W-A,
YMR142C,658.0
YMR143W,662.1
YMR144W,
YMR145C,251.5
YMR146C,574.2
YMR147W,248.1
YMR148W,
YMR149W,651.4
YMR150C,
YMR151W,
YMR152W,568.8
YMR153CA,
YMR153C-A,
YMR153W,502.5
YMR154C,
YMR155W,
YMR156C,
YMR157C,
YMR158C-A,
YMR158W,370.7
YMR158W-A,
YMR158W-B,
YMR159C,333.1
YMR160W,
YMR161W,510.9
YMR162C,
YMR163C,
YMR164C,
YMR165C,502.2
YMR166C,
YMR167W,504.9
YMR168C,554.1
YMR169C,
YMR170C,1246.7
YMR171C,306.3
YMR172CA,
YMR172C-A,
YMR172W,412.1
YMR173W,291.8
YMR173WA,
YMR173W-A,
YMR174C,605.6
YMR175W,
YMR175W-A,
YMR176W,
YMR177W,
YMR178W,722.4
YMR179W,
YMR180C,
YMR181C,
YMR182C,
YMR182W-A,
YMR183C,551.2
YMR184W,150.7
YMR185W,497.6
YMR186W,997.2
YMR187C,
YMR188C,355.1
YMR189W,397.5
YMR190C,
YMR191W,
YMR192W,
YMR193C-A,
YMR193W,360.9
YMR194C-A,
YMR194C-B,
YMR194W,643.2
YMR195W,
YMR196W,609.2
YMR197C,448.9
YMR198W,
YMR199W,
YMR200W,
YMR201C,
YMR202W,620.7
YMR203W,552.3
YMR204C,
YMR205C,653.5
YMR206W,
YMR207C,
YMR208W,884.6
YMR209C,627.5
YMR210W,219.6
YMR211W,490.1
YMR212C,449.6
YMR213W,412.3
YMR214W,
YMR215W,166.9
YMR216C,445.6
YMR217W,535.7
YMR218C,399.2
YMR219W,351.3
YMR220W,497.8
YMR221C,
YMR222C,
YMR223W,537.9
YMR224C,1224.4
YMR225C,
YMR226C,529.1
YMR227C,410.5
YMR228W,572.9
YMR229C,514.1
YMR230W,694.5
YMR230W-A,
YMR231W,438.4
YMR232W,
YMR233W,377.2
YMR234W,366.3
YMR235C,696.2
YMR236W,350.9
YMR237W,453.0
YMR238W,
YMR239C,487.6
YMR240C,562.5
YMR241W,494.4
YMR242C,614.2
YMR242W-A,
YMR243C,547.9
YMR244CA,
YMR244C-A,326.7
YMR244W,
YMR245W,
YMR246W,325.8
YMR247C,567.3
YMR247W-A,
YMR250W,570.7
YMR251W,
YMR251WA,
YMR251W-A,
YMR252C,
YMR253C,
YMR254C,
YMR255W,212.1
YMR256C,
YMR257C,
YMR258C,528.0
YMR259C,474.5
YMR260C,619.1
YMR261C,589.2
YMR262W,
YMR263W,334.2
YMR264W,511.1
YMR265C,567.4
YMR266W,427.4
YMR267W,801.8
YMR268C,905.0
YMR269W,556.0
YMR270C,382.5
YMR271C,
YMR272C,260.5
YMR272W-A,
YMR272W-B,
YMR273C,
YMR274C,
YMR275C,496.8
YMR276W,687.5
YMR277W,584.9
YMR278W,714.6
YMR279C,
YMR280C,
YMR281W,424.2
YMR282C,418.0
YMR283C,467.2
YMR284W,434.1
YMR285C,581.8
YMR286W,254.5
YMR287C,
YMR288W,
YMR289W,
YMR290C,445.6
YMR290W-A,
YMR291W,76.3
YMR292W,
YMR293C,467.8
YMR294W,489.3
YMR294WA,
YMR294W-A,
YMR295C,221.4
YMR296C,676.6
YMR297W,33.5
YMR298W,595.8
YMR299C,8312.1
YMR300C,584.3
YMR301C,561.0
YMR302C,495.0
YMR303C,511.3
YMR304C-A,
YMR304W,809.1
YMR305C,135.1
YMR306CA,
YMR306C-A,
YMR306W,
YMR307C-A,
YMR307W,307.8
YMR308C,801.7
YMR309C,635.9
YMR310C,
YMR311C,411.3
YMR312W,1127.2
YMR313C,
YMR314W,640.3
YMR315W,586.1
YMR315W-A,
YMR316C-A,
YMR316C-B,
YMR316W,
YMR317W,
YMR318C,424.7
YMR319C,
YMR320W,
YMR321C,902.9
YMR322C,
YMR323W,
YMR324C,
YMR325W,
YMR326C,
YNL001W,578.3
YNL002C,417.9
YNL003C,
YNL004W,1136.6
YNL005C,353.8
YNL006W,
YNL007C,913.8
YNL008C,
YNL009W,
YNL010W,674.7
YNL011C,515.7
YNL012W,
YNL013C,
YNL014W,542.9
YNL015W,1020.5
YNL016W,768.4
YNL017C,
YNL018C,
YNL019C,
YNL020C,556.6
YNL021W,610.9
YNL022C,449.7
YNL023C,424.8
YNL024C,142.5
YNL024C-A,
YNL025C,
YNL026W,2636.2
YNL027W,487.8
YNL028W,
YNL029C,
YNL030W,505.3
YNL031C,444.8
YNL032W,
YNL033W,
YNL034W,
YNL035C,469.2
YNL036W,28.0
YNL037C,949.3
YNL038W,
YNL039W,280.4
YNL040W,521.5
YNL041C,506.4
YNL042W,
YNL042W-B,
YNL043C,
YNL044W,665.9
YNL045W,557.8
YNL046W,
YNL047C,124.4
YNL048W,526.1
YNL049C,663.0
YNL050C,587.4
YNL051W,463.7
YNL052W,185.8
YNL053W,
YNL054W,
YNL054W-A,
YNL055C,743.4
YNL056W,
YNL057W,
YNL058C,
YNL059C,587.8
YNL061W,565.7
YNL062C,478.8
YNL063W,
YNL064C,681.7
YNL065W,
YNL066W,86.9
YNL067W,617.2
YNL067W-A,
YNL067W-B,
YNL068C,367.3
YNL069C,590.8
YNL070W,
YNL071W,622.2
YNL072W,379.0
YNL073W,987.0
YNL074C,159.3
YNL075W,396.9
YNL076W,915.6
YNL077W,
YNL078W,146.4
YNL079C,749.6
YNL080C,
YNL081C,
YNL082W,
YNL083W,87.9
YNL084C,538.2
YNL085W,74.7
YNL086W,
YNL087W,513.4
YNL088W,434.2
YNL089C,
YNL090W,415.0
YNL091W,416.2
YNL092W,
YNL093W,
YNL094W,291.7
YNL095C,
YNL096C,575.6
YNL097C,511.6
YNL097C-B,
YNL097W-A,
YNL098C,501.0
YNL099C,
YNL100W,
YNL101W,
YNL102W,
YNL103W,182.1
YNL103W-A,
YNL104C,956.0
YNL105W,
YNL106C,731.1
YNL107W,395.0
YNL108C,880.0
YNL109W,
YNL110C,324.4
YNL111C,525.0
YNL112W,450.0
YNL113W,643.0
YNL114C,
YNL115C,36.9
YNL116W,387.4
YNL117W,
YNL118C,552.2
YNL119W,445.1
YNL120C,
YNL121C,604.6
YNL122C,
YNL123W,505.0
YNL124W,349.4
YNL125C,
YNL126W,678.6
YNL127W,472.9
YNL128W,
YNL129W,638.4
YNL130C,567.9
YNL130C-A,
YNL131W,465.9
YNL132W,595.6
YNL133C,281.1
YNL134C,584.6
YNL135C,519.6
YNL136W,471.4
YNL137C,
YNL138W,619.9
YNL138W-A,
YNL139C,456.4
YNL140C,
YNL141W,380.3
YNL142W,
YNL143C,
YNL144C,
YNL144W-A,
YNL145W,
YNL146C-A,
YNL146W,
YNL147W,
YNL148C,421.1
YNL149C,610.1
YNL150W,
YNL151C,420.1
YNL152W,474.4
YNL153C,590.2
YNL154C,458.5
YNL155W,168.7
YNL156C,534.4
YNL157W,
YNL158W,
YNL159C,
YNL160W,2648.1
YNL161W,482.6
YNL162W,606.6
YNL162W-A,
YNL163C,667.0
YNL164C,326.2
YNL165W,
YNL166C,367.4
YNL167C,277.9
YNL168C,464.2
YNL169C,268.8
YNL170W,
YNL171C,
YNL172W,
YNL173C,337.2
YNL174W,
YNL175C,461.5
YNL176C,
YNL177C,2784.3
YNL178W,607.6
YNL179C,
YNL180C,329.5
YNL181W,528.1
YNL182C,503.4
YNL183C,443.3
YNL184C,
YNL185C,592.0
YNL186W,
YNL187W,
YNL188W,294.5
YNL189W,586.7
YNL190W,
YNL191W,426.3
YNL192W,319.1
YNL193W,533.7
YNL194C,
YNL195C,
YNL196C,
YNL197C,515.9
YNL198C,
YNL199C,595.6
YNL200C,647.2
YNL201C,294.4
YNL202W,
YNL203C,
YNL204C,
YNL205C,
YNL206C,551.5
YNL207W,529.9
YNL208W,3434.9
YNL209W,
YNL210W,
YNL211C,
YNL212W,703.1
YNL213C,
YNL214W,384.7
YNL215W,421.9
YNL216W,498.6
YNL217W,320.0
YNL218W,412.2
YNL219C,728.4
YNL220W,890.1
YNL221C,
YNL222W,552.4
YNL223W,
YNL224C,343.2
YNL225C,
YNL226W,
YNL227C,535.6
YNL228W,
YNL229C,469.9
YNL230C,
YNL231C,506.5
YNL232W,597.7
YNL233W,333.1
YNL234W,154.0
YNL235C,
YNL236W,538.9
YNL237W,
YNL238W,210.9
YNL239W,706.2
YNL240C,
YNL241C,1000.6
YNL242W,1265.3
YNL243W,698.1
YNL244C,531.4
YNL245C,224.6
YNL246W,
YNL247W,656.4
YNL248C,479.4
YNL249C,537.5
YNL250W,462.0
YNL251C,437.5
YNL252C,461.4
YNL253W,532.9
YNL254C,
YNL255C,322.1
YNL256W,479.0
YNL257C,1188.6
YNL258C,551.6
YNL259C,651.1
YNL260C,
YNL261W,448.2
YNL262W,
YNL263C,684.0
YNL264C,673.7
YNL265C,455.9
YNL266W,
YNL267W,541.7
YNL268W,
YNL269W,
YNL270C,
YNL271C,452.7
YNL272C,
YNL273W,447.7
YNL274C,797.4
YNL275W,
YNL276C,
YNL277W,
YNL277W-A,
YNL278W,491.0
YNL279W,
YNL280C,441.8
YNL281W,1014.1
YNL282W,493.2
YNL283C,
YNL284C,501.7
YNL284C-A,
YNL284C-B,
YNL285W,
YNL286W,12.0
YNL287W,728.4
YNL288W,1238.8
YNL289W,
YNL290W,770.5
YNL291C,289.0
YNL292W,593.0
YNL293W,674.1
YNL294C,
YNL295W,129.5
YNL296W,
YNL297C,635.1
YNL298W,346.6
YNL299W,
YNL300W,
YNL301C,578.1
YNL302C,
YNL303W,
YNL304W,848.3
YNL305C,
YNL306W,262.3
YNL307C,483.3
YNL308C,559.7
YNL309W,303.4
YNL310C,374.3
YNL311C,331.4
YNL312W,481.9
YNL313C,551.4
YNL314W,
YNL315C,488.0
YNL316C,
YNL317W,432.5
YNL318C,
YNL319W,
YNL320W,437.7
YNL321W,
YNL322C,
YNL323W,572.6
YNL324W,
YNL325C,
YNL326C,
YNL327W,25.4
YNL328C,319.2
YNL329C,599.5
YNL330C,636.3
YNL331C,
YNL332W,
YNL333W,
YNL334C,
YNL335W,
YNL336W,
YNL337W,
YNL338W,
YNL339C,83.8
YNL339W-A,
YNL339W-B,
YNR001C,527.9
YNR001W-A,
YNR002C,
YNR003C,434.2
YNR003W-A,
YNR004W,
YNR005C,
YNR006W,473.4
YNR007C,
YNR008W,427.0
YNR009W,
YNR010W,393.8
YNR011C,387.2
YNR012W,423.6
YNR013C,548.6
YNR014W,
YNR015W,412.8
YNR016C,682.0
YNR017W,504.2
YNR018W,145.3
YNR019W,755.0
YNR020C,736.6
YNR021W,628.1
YNR022C,235.5
YNR023W,545.9
YNR024W,337.0
YNR025C,
YNR026C,558.5
YNR027W,745.5
YNR028W,87.0
YNR029C,708.5
YNR030W,577.5
YNR031C,501.4
YNR032CA,
YNR032C-A,494.2
YNR032W,256.5
YNR033W,537.9
YNR034W,1288.3
YNR034W-A,
YNR035C,1380.0
YNR036C,254.2
YNR037C,187.9
YNR038W,348.5
YNR039C,
YNR040W,
YNR041C,
YNR042W,
YNR043W,529.3
YNR044W,
YNR045W,
YNR046W,714.8
YNR047W,478.8
YNR048W,
YNR049C,602.5
YNR050C,637.6
YNR051C,585.9
YNR052C,484.3
YNR053C,313.5
YNR054C,474.9
YNR055C,
YNR056C,
YNR057C,
YNR058W,
YNR059W,
YNR060W,
YNR061C,
YNR062C,
YNR063W,
YNR064C,
YNR065C,562.9
YNR066C,155.8
YNR067C,393.8
YNR068C,
YNR069C,
YNR070W,493.0
YNR071C,
YNR072W,
YNR073C,
YNR074C,634.1
YNR075C-A,
YNR075W,
YNR076W,
YNR077C,
YOL001W,554.5
YOL002C,161.4
YOL003C,
YOL004W,386.2
YOL005C,445.0
YOL006C,
YOL007C,
YOL008W,662.1
YOL009C,
YOL010W,507.8
YOL011W,93.1
YOL012C,
YOL013C,
YOL013W-A,
YOL013W-B,
YOL014W,
YOL015W,
YOL016C,634.7
YOL017W,
YOL018C,452.3
YOL019W,107.2
YOL019W-A,
YOL020W,64.2
YOL021C,591.5
YOL022C,550.5
YOL023W,511.3
YOL024W,
YOL025W,609.9
YOL026C,3495.2
YOL027C,538.7
YOL028C,
YOL029C,
YOL030W,281.0
YOL031C,900.0
YOL032W,1470.5
YOL033W,429.9
YOL034W,
YOL035C,
YOL036W,
YOL037C,
YOL038C-A,
YOL038W,651.2
YOL039W,621.1
YOL040C,657.5
YOL041C,394.6
YOL042W,531.5
YOL043C,
YOL044W,
YOL045W,246.8
YOL046C,
YOL047C,
YOL048C,
YOL049W,576.1
YOL050C,
YOL051W,269.4
YOL052C,680.2
YOL052CA,
YOL052C-A,
YOL053C-A,
YOL053W,462.9
YOL054W,221.5
YOL055C,1436.2
YOL056W,506.0
YOL057W,585.6
YOL058W,
YOL059W,633.6
YOL060C,300.4
YOL061W,595.2
YOL062C,929.0
YOL063C,342.9
YOL064C,731.5
YOL065C,447.0
YOL066C,857.5
YOL067C,
YOL068C,408.1
YOL069W,532.6
YOL070C,269.1
YOL071W,329.2
YOL072W,460.8
YOL073C,
YOL075C,
YOL076W,602.6
YOL077C,667.7
YOL077W-A,157.6
YOL078W,396.8
YOL079W,
YOL080C,344.7
YOL081W,480.3
YOL082W,128.8
YOL083C-A,
YOL083W,426.5
YOL084W,
YOL085C,
YOL085W-A,
YOL086C,368.5
YOL086W-A,1157.3
YOL087C,537.8
YOL088C,387.9
YOL089C,458.5
YOL090W,584.9
YOL091W,
YOL092W,
YOL093W,1211.1
YOL094C,918.5
YOL095C,
YOL096C,346.0
YOL097C,683.7
YOL097W-A,
YOL098C,583.8
YOL099C,
YOL100W,
YOL101C,
YOL102C,451.6
YOL103W,
YOL103W-A,
YOL103W-B,
YOL104C,
YOL105C,
YOL106W,
YOL107W,
YOL108C,230.6
YOL109W,515.1
YOL110W,
YOL111C,794.2
YOL112W,
YOL113W,
YOL114C,
YOL115W,539.5
YOL116W,
YOL117W,
YOL118C,
YOL119C,
YOL120C,578.1
YOL121C,589.5
YOL122C,75.2
YOL123W,553.1
YOL124C,504.1
YOL125W,537.0
YOL126C,168.0
YOL127W,585.3
YOL128C,
YOL129W,
YOL130W,302.6
YOL131W,
YOL132W,
YOL133W,399.2
YOL134C,
YOL135C,474.2
YOL136C,
YOL137W,
YOL138C,544.2
YOL139C,588.1
YOL140W,
YOL141W,402.1
YOL142W,572.8
YOL143C,494.6
YOL144W,504.3
YOL145C,633.8
YOL146W,791.6
YOL147C,491.8
YOL148C,565.5
YOL149W,546.7
YOL150C,
YOL151W,330.0
YOL152W,
YOL153C,
YOL154W,
YOL155C,
YOL155W-A,
YOL156W,
YOL157C,
YOL158C,441.4
YOL159C,
YOL159C-A,1076.9
YOL160W,
YOL161C,
YOL162W,
YOL163W,
YOL164W,
YOL164W-A,
YOL165C,
YOL166C,
YOL166W-A,
YOR001W,721.5
YOR002W,
YOR003W,
YOR004W,533.2
YOR005C,
YOR006C,275.1
YOR007C,609.6
YOR008C,323.1
YOR008C-A,
YOR008W-B,
YOR009W,
YOR010C,
YOR011W,
YOR011W-A,
YOR012W,
YOR013W,
YOR014W,527.8
YOR015W,
YOR016C,586.6
YOR017W,402.5
YOR018W,486.3
YOR019W,
YOR020C,795.5
YOR020W-A,278.6
YOR021C,550.6
YOR022C,485.7
YOR023C,59.2
YOR024W,
YOR025W,
YOR026W,604.9
YOR027W,987.3
YOR028C,39.0
YOR029W,
YOR030W,
YOR031W,
YOR032C,
YOR032W-A,
YOR033C,
YOR034C,126.5
YOR034C-A,
YOR035C,457.2
YOR036W,568.5
YOR037W,506.1
YOR038C,496.0
YOR039W,638.0
YOR040W,374.2
YOR041C,
YOR042W,597.9
YOR043W,
YOR044W,
YOR045W,480.2
YOR046C,605.6
YOR047C,
YOR048C,480.8
YOR049C,
YOR050C,
YOR051C,625.0
YOR052C,37.9
YOR053W,
YOR054C,387.9
YOR055W,
YOR056C,474.2
YOR057W,626.3
YOR058C,4291.2
YOR059C,
YOR060C,
YOR061W,628.1
YOR062C,
YOR063W,553.3
YOR064C,
YOR065W,
YOR066W,
YOR067C,
YOR068C,
YOR069W,624.0
YOR070C,527.0
YOR071C,
YOR072W,
YOR072W-A,
YOR072W-B,
YOR073W,
YOR073W-A,
YOR074C,623.2
YOR075W,250.5
YOR076C,392.1
YOR077W,
YOR078W,189.8
YOR079C,
YOR080W,
YOR081C,127.9
YOR082C,
YOR083W,
YOR084W,
YOR085W,541.5
YOR086C,592.5
YOR087W,899.8
YOR088W,
YOR089C,313.2
YOR090C,449.9
YOR091W,411.0
YOR092W,
YOR093C,335.8
YOR094W,573.5
YOR095C,529.9
YOR096W,596.7
YOR097C,284.9
YOR098C,298.7
YOR099W,184.7
YOR100C,
YOR101W,420.8
YOR102W,
YOR103C,427.0
YOR104W,
YOR105W,
YOR106W,467.6
YOR107W,
YOR108C-A,
YOR108W,387.9
YOR109W,631.0
YOR110W,405.6
YOR111W,421.6
YOR112W,677.4
YOR113W,184.5
YOR114W,
YOR115C,
YOR116C,306.6
YOR117W,590.6
YOR118W,423.5
YOR119C,
YOR120W,284.2
YOR121C,
YOR122C,647.6
YOR123C,550.6
YOR124C,666.5
YOR125C,484.6
YOR126C,558.5
YOR127W,
YOR128C,637.3
YOR129C,367.1
YOR130C,746.7
YOR131C,790.0
YOR132W,706.6
YOR133W,593.3
YOR134W,
YOR135C,
YOR136W,929.4
YOR137C,
YOR138C,635.0
YOR139C,
YOR140W,549.6
YOR141C,689.6
YOR142W,503.1
YOR142W-B,
YOR143C,623.6
YOR144C,
YOR145C,316.1
YOR146W,
YOR147W,
YOR148C,186.9
YOR149C,760.2
YOR150W,430.1
YOR151C,396.9
YOR152C,
YOR153W,490.4
YOR154W,
YOR155C,735.7
YOR156C,
YOR157C,96.8
YOR158W,384.8
YOR159C,
YOR160W,526.1
YOR161C,
YOR161C-C,
YOR161W-A,
YOR161W-B,
YOR162C,
YOR163W,417.0
YOR164C,451.6
YOR165W,555.3
YOR166C,875.2
YOR167C,608.4
YOR168W,638.5
YOR169C,
YOR170W,
YOR171C,297.4
YOR172W,
YOR173W,569.5
YOR174W,1150.4
YOR175C,1197.4
YOR176W,635.2
YOR177C,
YOR178C,
YOR179C,435.4
YOR180C,
YOR181W,396.2
YOR182C,1259.1
YOR183W,
YOR184W,678.5
YOR185C,532.6
YOR186C-A,
YOR186W,
YOR187W,557.3
YOR188W,216.8
YOR189W,263.5
YOR190W,
YOR191W,720.6
YOR192C,
YOR192C-A,
YOR192C-B,
YOR192C-C,
YOR193W,
YOR194C,496.7
YOR195W,302.6
YOR196C,276.4
YOR197W,599.2
YOR198C,754.0
YOR199W,
YOR200W,
YOR201C,
YOR202W,
YOR203W,
YOR204W,547.3
YOR205C,410.0
YOR206W,595.0
YOR207C,403.8
YOR208W,
YOR209C,644.0
YOR210W,1540.9
YOR211C,504.9
YOR212W,446.5
YOR213C,413.8
YOR214C,
YOR215C,307.5
YOR216C,580.3
YOR217W,461.0
YOR218C,
YOR219C,534.9
YOR220W,338.0
YOR221C,853.6
YOR222W,586.0
YOR223W,
YOR224C,737.0
YOR225W,
YOR226C,44.7
YOR227W,558.7
YOR228C,
YOR229W,496.6
YOR230W,922.0
YOR231C-A,
YOR231W,225.8
YOR232W,551.3
YOR233W,387.1
YOR234C,585.8
YOR235W,
YOR236W,399.8
YOR237W,475.0
YOR238W,331.4
YOR239W,599.3
YOR240W,
YOR241W,599.2
YOR242C,
YOR243C,499.6
YOR244W,805.5
YOR245C,462.7
YOR246C,409.2
YOR247W,
YOR248W,
YOR249C,
YOR250C,735.2
YOR251C,589.9
YOR252W,297.9
YOR253W,550.9
YOR254C,613.7
YOR255W,
YOR256C,61.8
YOR257W,575.4
YOR258W,
YOR259C,670.5
YOR260W,640.8
YOR261C,590.6
YOR262W,613.6
YOR263C,
YOR264W,89.0
YOR265W,627.8
YOR266W,833.9
YOR267C,463.6
YOR268C,
YOR269W,
YOR270C,771.1
YOR271C,690.9
YOR272W,478.2
YOR273C,
YOR274W,578.3
YOR275C,584.1
YOR276W,487.4
YOR277C,
YOR278W,45.3
YOR279C,203.1
YOR280C,482.0
YOR281C,705.9
YOR282W,
YOR283W,658.1
YOR284W,
YOR285W,572.4
YOR286W,516.7
YOR287C,316.9
YOR288C,586.7
YOR289W,1146.1
YOR290C,278.2
YOR291W,
YOR292C,
YOR293C-A,
YOR293W,694.5
YOR294W,479.6
YOR295W,
YOR296W,689.2
YOR297C,401.0
YOR298CA,
YOR298C-A,658.3
YOR298W,
YOR299W,
YOR300W,
YOR301W,172.3
YOR302W,
YOR303W,257.0
YOR304CA,
YOR304C-A,288.1
YOR304W,514.1
YOR305W,
YOR306C,
YOR307C,278.5
YOR308C,509.6
YOR309C,
YOR310C,574.8
YOR311C,546.1
YOR312C,614.2
YOR313C,
YOR314W,
YOR314W-A,
YOR315W,
YOR316C,185.4
YOR316C-A,
YOR317W,465.0
YOR318C,
YOR319W,543.3
YOR320C,389.0
YOR321W,405.6
YOR322C,
YOR323C,688.2
YOR324C,
YOR325W,
YOR326W,570.9
YOR327C,336.6
YOR328W,
YOR329C,
YOR329W-A,
YOR330C,
YOR331C,
YOR332W,565.9
YOR333C,
YOR334W,46.9
YOR335C,567.8
YOR335W-A,
YOR336W,423.0
YOR337W,
YOR338W,
YOR339C,
YOR340C,523.1
YOR341W,408.7
YOR342C,33.7
YOR343C,
YOR343W-A,
YOR343W-B,
YOR344C,
YOR345C,
YOR346W,63.4
YOR347C,461.9
YOR348C,
YOR349W,
YOR350C,
YOR351C,
YOR352W,1059.1
YOR353C,644.0
YOR354C,460.8
YOR355W,52.7
YOR356W,366.3
YOR357C,493.7
YOR358W,614.9
YOR359W,389.2
YOR360C,2364.7
YOR361C,632.0
YOR362C,732.3
YOR363C,
YOR364W,
YOR365C,
YOR366W,
YOR367W,296.4
YOR368W,128.2
YOR369C,585.5
YOR370C,412.3
YOR371C,441.7
YOR372C,
YOR373W,214.5
YOR374W,195.7
YOR375C,1035.1
YOR376W,
YOR376W-A,
YOR377W,1630.3
YOR378W,
YOR379C,
YOR380W,
YOR381W,
YOR381W-A,
YOR382W,
YOR383C,
YOR384W,
YOR385W,267.6
YOR386W,
YOR387C,
YOR388C,
