Gene	HL_IB	HL_MS	PP
YOL086W-A	NA	1157.3	NA
YOL087C	NA	537.8	0.6293
YOL088C	35.0	387.9	0.381
YOL089C	NA	458.5	0.9551
YOL090W	32.0	584.9	1.477
YOL091W	NA	NA	1.037
YOL092W	13.0	NA	0.3569
YOL093W	NA	1211.1	0.851
YOL094C	NA	918.5	NA
YOL095C	NA	NA	0.7367
YOL096C	3.0	346.0	0.8575
YOL097C	153.0	683.7	NA
YOL097W-A	NA	NA	NA
YOL098C	24.0	583.8	0.635
YOL099C	NA	NA	0.5301
YOL100W	12.0	NA	0.6193
YOL101C	19.0	NA	0.6462
YOL102C	112.0	451.6	NA
YOL103W	71.0	NA	0.3212
YOL104C	13.0	NA	0.462
YOL105C	41.0	NA	0.5639
YOL106W	NA	NA	0.4991
YOL107W	32.0	NA	0.4747
YOL108C	42.0	230.6	0.5223
YOL109W	NA	515.1	0.613
YOL110W	20.0	NA	0.8925
YOL111C	176.0	794.2	1.315
YOL112W	28.0	NA	0.4665
YOL113W	21.0	NA	1.18
YOL114C	NA	NA	0.6446
YOL115W	43.0	539.5	2.258
YOL116W	9.0	NA	0.6888
YOL117W	51.0	NA	0.4792
YOL118C	NA	NA	0.3728
YOL119C	NA	NA	0.7537
YOL120C	NA	NA	NA
YOL121C	NA	589.5	1.012
YOL122C	NA	75.2	1.107
YOL123W	NA	553.1	NA
YOL124C	50.0	504.1	0.7121
YOL125W	61.0	537.0	0.4146
YOL126C	244.0	168.0	0.7174
YOL127W	NA	585.3	NA
YOL128C	NA	NA	0.7637
YOL129W	NA	NA	0.5885
YOL130W	13.0	NA	NA
YOL131W	NA	NA	0.7781
YOL132W	NA	NA	0.7295
YOL133W	NA	399.2	NA
YOL134C	NA	NA	NA
YOL135C	37.0	474.2	NA
YOL136C	52.0	NA	0.4907
YOL137W	129.0	NA	0.6035
YOL138C	NA	544.2	0.4224
YOL139C	NA	588.1	NA
YOL140W	81.0	NA	NA
YOL141W	23.0	402.1	0.4629
YOL142W	242.0	572.8	NA
YOL143C	61.0	494.6	1.266
YOL144W	268.0	504.3	NA
YOL145C	24.0	633.8	NA
YOL146W	19.0	791.6	NA
YOL147C	NA	491.8	0.5954
YOL148C	25.0	565.5	1.969
YOL149W	23.0	546.7	NA
YOL150C	NA	NA	1.798
YOL151W	90.0	330.0	0.6452
YOL152W	NA	NA	0.6946
YOL154W	NA	NA	NA
YOL155C	NA	NA	0.5713
YOL155W-A	NA	NA	NA
YOL156W	NA	NA	NA
YOL157C	NA	NA	NA
YOL158C	NA	441.4	0.6378
YOL159C	NA	NA	0.4367
YOL159C-A	2.0	1076.9	NA
YOL160W	NA	NA	0.532
YOL161C	NA	NA	NA
YOL162W	NA	NA	0.2276
YOL163W	NA	NA	0.5051
YOL164W	NA	NA	NA
YOL164W-A	NA	NA	NA
YOL165C	NA	NA	NA
YOL166C	NA	NA	NA
YOL166W-A	NA	NA	NA
YOR001W	19.0	721.5	0.1877
YOR002W	NA	NA	0.5108
YOR003W	NA	NA	0.4704
YOR004W	NA	533.2	NA
YOR005C	NA	NA	0.5604
YOR006C	58.0	275.1	0.3821
YOR007C	1551.0	609.6	0.4946
YOR008C	25.0	323.1	0.4771
YOR008C-A	NA	NA	0.4984
YOR008W-B	NA	NA	NA
YOR009W	NA	NA	0.6361
YOR010C	NA	NA	0.5148
YOR011W	NA	NA	0.4
YOR011W-A	NA	NA	NA
YOR012W	NA	NA	0.4849
YOR013W	NA	NA	0.6407
YOR014W	18.0	527.8	0.7465
YOR015W	NA	NA	0.4903
YOR016C	606.0	586.6	0.4072
YOR017W	19.0	402.5	0.5764
YOR018W	16.0	486.3	0.3357
YOR019W	NA	NA	0.1953
YOR020C	NA	795.5	NA
YOR020W-A	NA	278.6	NA
YOR021C	129.0	550.6	0.4357
YOR022C	48.0	485.7	0.1926
YOR023C	24.0	59.2	1.141
YOR024W	NA	NA	0.4724
YOR025W	3.0	NA	1.033
YOR026W	22.0	604.9	1.748
YOR027W	89.0	987.3	0.6791
YOR028C	NA	39.0	0.7378
YOR029W	NA	NA	0.616
YOR030W	NA	NA	0.5757
YOR031W	NA	NA	0.566
YOR032C	NA	NA	0.4982
YOR032W-A	NA	NA	NA
YOR033C	2.0	NA	0.5009
YOR034C	NA	126.5	0.5727
YOR034C-A	NA	NA	NA
YOR035C	38.0	457.2	1.513
YOR036W	NA	568.5	0.7209
YOR037W	147.0	506.1	0.3299
YOR038C	29.0	496.0	1.022
YOR039W	NA	638.0	1.373
YOR040W	252.0	374.2	0.4992
YOR041C	NA	NA	0.4913
YOR042W	3.0	597.9	0.6141
YOR043W	41.0	NA	0.6345
YOR044W	7.0	NA	0.4028
YOR045W	NA	480.2	0.2756
YOR046C	70.0	605.6	NA
YOR047C	8.0	NA	0.4046
YOR048C	NA	480.8	NA
YOR049C	NA	NA	0.3797
YOR050C	NA	NA	0.5678
YOR051C	NA	625.0	0.5456
YOR052C	103.0	37.9	0.6807
YOR053W	NA	NA	0.393
YOR054C	NA	387.9	0.7834
YOR055W	NA	NA	0.331
YOR056C	234.0	474.2	NA
YOR057W	34.0	626.3	NA
YOR058C	3.0	4291.2	0.966
YOR059C	NA	NA	0.4643
YOR060C	21.0	NA	NA
YOR061W	54.0	628.1	0.5232
YOR062C	32.0	NA	1.034
YOR063W	120.0	553.3	NA
YOR064C	NA	NA	0.769
YOR065W	161.0	NA	1.094
YOR066W	NA	NA	0.4908
YOR067C	NA	NA	0.5835
YOR068C	NA	NA	0.3403
YOR069W	18.0	624.0	0.5063
YOR070C	21.0	527.0	0.3258
YOR071C	11.0	NA	1.25
YOR072W	NA	NA	0.7794
YOR072W-A	NA	NA	NA
YOR072W-B	NA	NA	NA
YOR073W	11.0	NA	0.4331
YOR073W-A	NA	NA	NA
YOR074C	NA	623.2	NA
YOR075W	NA	250.5	NA
YOR076C	20.0	392.1	0.7185
YOR077W	38.0	NA	NA
YOR078W	83.0	189.8	0.8695
YOR079C	NA	NA	0.6673
YOR080W	NA	NA	4.141
YOR081C	17.0	127.9	0.3668
YOR082C	NA	NA	0.4916
YOR083W	71.0	NA	0.7228
YOR084W	63.0	NA	0.2513
YOR085W	117.0	541.5	0.6674
YOR086C	318.0	592.5	0.7771
YOR087W	NA	899.8	NA
YOR089C	NA	313.2	0.3956
YOR090C	27.0	449.9	0.735
YOR091W	45.0	411.0	0.373
YOR092W	3.0	NA	0.5838
YOR093C	NA	335.8	0.6344
YOR094W	NA	573.5	0.4953
YOR095C	NA	529.9	NA
YOR096W	NA	596.7	0.8143
YOR097C	NA	284.9	0.5073
YOR098C	21.0	298.7	NA
YOR099W	3.0	184.7	0.6053
YOR100C	NA	NA	0.5274
YOR101W	106.0	420.8	0.5918
YOR102W	NA	NA	NA
YOR103C	NA	427.0	NA
YOR104W	69.0	NA	0.7399
YOR105W	NA	NA	0.6073
YOR106W	13.0	467.6	0.4954
YOR107W	NA	NA	0.6607
YOR108C-A	NA	NA	NA
YOR108W	38.0	387.9	0.4023
YOR109W	68.0	631.0	0.7321
YOR110W	32.0	405.6	NA
YOR111W	42.0	421.6	0.6551
YOR112W	39.0	677.4	0.6686
YOR113W	6.0	184.5	0.7713
YOR114W	NA	NA	0.7579
YOR115C	NA	NA	0.1972
YOR116C	NA	306.6	NA
YOR117W	NA	590.6	NA
YOR118W	86.0	423.5	0.3747
YOR119C	NA	NA	NA
YOR120W	45.0	284.2	0.4515
YOR121C	NA	NA	0.2757
YOR122C	NA	647.6	NA
YOR123C	49.0	550.6	0.861
YOR124C	80.0	666.5	0.6887
YOR125C	NA	484.6	0.6958
YOR126C	NA	558.5	0.2945
YOR127W	37.0	NA	1.082
YOR128C	NA	637.3	0.7379
YOR129C	24.0	367.1	0.3282
YOR130C	23.0	746.7	0.4036
YOR131C	23.0	790.0	0.5818
YOR132W	20.0	706.6	0.7803
YOR133W	155.0	NA	0.6123
YOR134W	NA	NA	0.5235
YOR135C	NA	NA	0.6405
YOR136W	NA	929.4	0.7855
YOR137C	NA	NA	0.6749
YOR138C	30.0	635.0	0.6641
YOR139C	NA	NA	0.4935
YOR140W	23.0	549.6	0.6394
YOR141C	199.0	689.6	1.23
YOR142W	1026.0	503.1	0.6679
YOR143C	82.0	623.6	NA
YOR144C	2.0	NA	1.654
YOR145C	NA	316.1	NA
YOR146W	NA	NA	NA
YOR147W	32.0	NA	0.7795
YOR148C	NA	186.9	NA
YOR149C	NA	760.2	NA
YOR150W	NA	430.1	0.2494
YOR151C	NA	396.9	NA
YOR152C	69.0	NA	0.595
YOR153W	89.0	490.4	0.656
YOR154W	21.0	NA	0.3453
YOR155C	50.0	735.7	0.688
YOR156C	19.0	NA	0.7642
YOR157C	254.0	96.8	NA
YOR158W	54.0	384.8	0.7006
YOR159C	NA	NA	NA
YOR160W	68.0	526.1	NA
YOR161C	43.0	NA	0.5884
YOR161C-C	NA	NA	NA
YOR161W-A	NA	NA	NA
YOR161W-B	NA	NA	NA
YOR162C	NA	NA	0.5839
YOR163W	NA	417.0	0.6625
YOR164C	272.0	451.6	0.7246
YOR165W	135.0	555.3	0.8439
YOR166C	NA	875.2	0.6408
YOR167C	117.0	608.4	1.055
YOR168W	25.0	638.5	NA
YOR169C	NA	NA	NA
YOR170W	NA	NA	0.6363
YOR171C	47.0	297.4	0.6164
YOR172W	92.0	NA	0.9184
YOR173W	NA	569.5	0.5223
YOR174W	NA	1150.4	NA
YOR175C	NA	1197.4	0.7135
YOR176W	123.0	635.2	NA
YOR177C	37.0	NA	0.359
YOR178C	NA	NA	1.719
YOR179C	287.0	435.4	0.6666
YOR180C	NA	NA	0.4539
YOR181W	20.0	396.2	NA
YOR182C	74.0	NA	1.149
YOR183W	NA	NA	0.4815
YOR184W	NA	678.5	0.5179
YOR185C	NA	532.6	0.7868
YOR186C-A	NA	NA	NA
YOR186W	NA	NA	0.173
YOR187W	NA	557.3	0.4172
YOR188W	41.0	216.8	0.3783
YOR189W	NA	263.5	0.7037
YOR190W	NA	NA	0.373
YOR191W	NA	720.6	0.488
YOR192C	NA	NA	0.902
YOR192C-C	NA	NA	NA
YOR193W	42.0	NA	1.238
YOR194C	NA	496.7	NA
YOR195W	25.0	302.6	0.4509
YOR196C	69.0	276.4	1.023
YOR197W	19.0	599.2	0.2051
YOR198C	128.0	754.0	1.134
YOR199W	372.0	NA	0.5355
YOR200W	NA	NA	0.3122
YOR201C	25.0	NA	0.7479
YOR202W	14.0	NA	0.6352
YOR203W	NA	NA	NA
YOR204W	NA	547.3	NA
YOR205C	53.0	410.0	0.7414
YOR206W	224.0	595.0	NA
YOR207C	25.0	403.8	NA
YOR208W	3.0	NA	0.3989
YOR209C	176.0	644.0	0.197
YOR210W	NA	1540.9	NA
YOR211C	NA	504.9	0.7708
YOR212W	74.0	446.5	0.3838
YOR213C	68.0	413.8	0.8866
YOR214C	NA	NA	0.1638
YOR215C	100.0	307.5	0.5858
YOR216C	8.0	580.3	1.258
YOR217W	44.0	461.0	NA
YOR218C	NA	NA	NA
YOR219C	15.0	534.9	0.3347
YOR220W	25.0	338.0	0.5623
YOR221C	322.0	853.6	0.1112
YOR222W	NA	586.0	0.4147
YOR223W	22.0	NA	0.5262
YOR224C	NA	737.0	NA
YOR225W	NA	NA	0.6394
YOR226C	31.0	44.7	0.2957
YOR227W	3.0	558.7	0.2851
YOR228C	NA	NA	0.69
YOR229W	52.0	496.6	0.6397
YOR230W	62.0	922.0	0.6392
YOR231C-A	NA	NA	NA
YOR231W	18.0	225.8	0.7187
YOR232W	NA	551.3	NA
YOR233W	7.0	387.1	0.5182
YOR234C	NA	585.8	0.5135
YOR235W	NA	NA	0.6493
YOR236W	36.0	399.8	NA
YOR237W	25.0	NA	0.2538
YOR238W	23.0	331.4	0.5897
YOR239W	NA	599.3	NA
YOR241W	99.0	599.2	1.639
YOR242C	NA	NA	0.438
YOR243C	40.0	499.6	0.9152
YOR244W	208.0	805.5	NA
YOR245C	41.0	NA	0.8907
YOR246C	17.0	409.2	0.3526
YOR247W	56.0	NA	0.3518
YOR248W	NA	NA	0.6813
YOR249C	18.0	NA	NA
YOR250C	9.0	735.2	NA
YOR251C	296.0	589.9	0.3256
YOR252W	62.0	297.9	0.4853
YOR253W	44.0	550.9	0.9038
YOR254C	NA	613.7	NA
YOR255W	NA	NA	0.8356
YOR256C	2.0	61.8	NA
YOR257W	NA	575.4	NA
YOR258W	50.0	NA	1.934
YOR259C	NA	670.5	NA
YOR260W	1041.0	640.8	NA
YOR261C	145.0	590.6	NA
YOR262W	NA	613.6	NA
YOR263C	NA	NA	0.9285
YOR264W	36.0	89.0	1.024
YOR265W	30.0	627.8	0.4949
YOR266W	34.0	833.9	0.4325
YOR267C	24.0	463.6	0.393
YOR268C	NA	NA	0.7153
YOR269W	10.0	NA	0.7559
YOR270C	44.0	771.1	0.5207
YOR271C	31.0	690.9	0.5486
YOR272W	52.0	478.2	NA
YOR273C	NA	NA	0.6637
YOR274W	12.0	578.3	0.6535
YOR275C	27.0	584.1	0.6863
YOR276W	NA	487.4	0.6028
YOR277C	NA	NA	0.2882
YOR278W	89.0	45.3	NA
YOR279C	21.0	203.1	0.6655
YOR280C	NA	482.0	0.5778
YOR281C	203.0	705.9	NA
YOR282W	NA	NA	NA
YOR283W	68.0	658.1	0.6182
YOR284W	97.0	NA	0.7044
YOR285W	140.0	572.4	0.6778
YOR286W	NA	516.7	0.7053
YOR287C	NA	316.9	NA
YOR288C	20.0	586.7	0.4064
YOR289W	NA	1146.1	0.2748
YOR290C	NA	278.2	NA
YOR291W	NA	NA	0.8313
YOR292C	NA	NA	0.9265
YOR293C-A	NA	NA	NA
YOR293W	NA	NA	0.9813
YOR294W	NA	479.6	NA
YOR295W	826.0	NA	0.5496
YOR296W	14.0	689.2	0.8531
YOR297C	NA	401.0	0.5653
YOR298C-A	106.0	658.3	0.7954
YOR298W	NA	NA	0.5748
YOR299W	62.0	NA	0.4228
YOR300W	NA	NA	0.6969
YOR301W	NA	172.3	0.933
YOR302W	NA	NA	0.6851
YOR303W	25.0	257.0	0.5947
YOR304C-A	NA	288.1	0.4819
YOR304W	16.0	514.1	0.2709
YOR305W	25.0	NA	1.14
YOR306C	NA	NA	0.2932
YOR307C	90.0	278.5	0.3144
YOR308C	22.0	509.6	0.4124
YOR309C	NA	NA	0.8347
YOR310C	38.0	574.8	NA
YOR311C	NA	546.1	0.4879
YOR312C	NA	NA	0.8347
YOR313C	NA	NA	0.2063
YOR314W	NA	NA	0.4594
YOR314W-A	NA	NA	NA
YOR315W	26.0	NA	0.7606
YOR316C	18.0	185.4	0.7786
YOR316C-A	NA	NA	NA
YOR317W	NA	465.0	0.2679
YOR318C	NA	NA	0.4302
YOR319W	87.0	543.3	NA
YOR320C	3.0	389.0	0.7036
YOR321W	9.0	405.6	1.016
YOR322C	NA	NA	0.5779
YOR323C	106.0	688.2	0.7597
YOR324C	9.0	NA	0.2612
YOR325W	NA	NA	0.6065
YOR326W	168.0	570.9	NA
YOR327C	10.0	336.6	2.002
YOR328W	NA	NA	0.7159
YOR329C	13.0	NA	NA
YOR329W-A	NA	NA	NA
YOR330C	17.0	NA	0.6613
YOR331C	NA	NA	0.996
YOR332W	10.0	565.9	1.46
YOR333C	NA	NA	0.8956
YOR334W	NA	46.9	0.5653
YOR335C	108.0	567.8	NA
YOR335W-A	NA	NA	NA
YOR336W	7.0	423.0	NA
YOR337W	4.0	NA	0.3411
YOR338W	NA	NA	0.6483
YOR339C	NA	NA	0.9759
YOR340C	NA	523.1	NA
YOR341W	27.0	408.7	NA
YOR342C	15.0	33.7	0.5903
YOR343C	NA	NA	0.3441
YOR344C	NA	NA	0.4623
YOR345C	NA	NA	0.1959
YOR346W	NA	63.4	0.6036
YOR347C	462.0	461.9	0.5885
YOR348C	NA	NA	0.3495
YOR349W	16.0	NA	1.044
YOR350C	31.0	NA	0.8137
YOR351C	NA	NA	0.4953
YOR352W	18.0	1059.1	0.4116
YOR353C	54.0	644.0	NA
YOR354C	80.0	460.8	0.4728
YOR355W	5.0	52.7	0.5702
YOR356W	24.0	366.3	0.6021
YOR357C	29.0	493.7	0.6128
YOR358W	NA	614.9	1.321
YOR359W	22.0	389.2	0.9115
YOR360C	45.0	2364.7	0.9491
YOR361C	51.0	632.0	NA
YOR362C	53.0	732.3	NA
YOR363C	3.0	NA	0.5855
YOR364W	NA	NA	0.4006
YOR365C	NA	NA	0.5996
YOR366W	NA	NA	1.154
YOR367W	1300.0	296.4	0.5818
YOR368W	NA	128.2	0.8099
YOR369C	NA	585.5	1.611
YOR370C	58.0	412.3	NA
YOR371C	28.0	441.7	1.358
YOR372C	6.0	NA	NA
YOR373W	32.0	214.5	NA
YOR374W	41.0	195.7	0.6275
YOR375C	NA	1035.1	0.8752
YOR376W	NA	NA	1.279
YOR376W-A	NA	NA	NA
YOR377W	103.0	1630.3	0.8582
YOR378W	NA	NA	0.7232
YOR379C	NA	NA	0.6733
YOR380W	NA	NA	0.7195
YOR381W	NA	NA	0.4482
YOR381W-A	NA	NA	NA
YOR382W	NA	NA	0.417
YOR383C	NA	NA	0.3372
YOR384W	NA	NA	0.5433
YOR385W	55.0	267.6	0.6659
YOR386W	28.0	NA	0.8706
YOR387C	NA	NA	NA
YOR388C	NA	NA	NA
YOR389W	NA	NA	NA
YOR390W	NA	NA	NA
YOR391C	NA	NA	NA
YOR392W	NA	NA	NA
YOR393W	NA	NA	NA
YOR394C-A	NA	NA	NA
YOR394W	NA	NA	NA
YOR396C-A	NA	NA	NA
YOR396W	NA	NA	NA
YPL001W	NA	662.0	0.6301
YPL002C	96.0	486.6	0.5863
YPL003W	NA	NA	0.4023
YPL004C	389.0	347.5	0.9476
YPL005W	11.0	NA	0.2724
YPL006W	84.0	365.9	1.441
YPL007C	44.0	531.1	NA
YPL008W	67.0	297.7	0.3789
YPL009C	NA	526.8	0.658
YPL010W	NA	NA	NA
YPL011C	40.0	347.5	NA
YPL012W	NA	587.6	NA
YPL013C	59.0	420.0	0.5814
YPL014W	11.0	NA	0.711
YPL015C	33.0	517.9	0.7729
YPL016W	6.0	418.9	NA
YPL017C	29.0	NA	0.671
YPL018W	NA	NA	0.3804
YPL019C	17.0	692.9	0.6209
YPL020C	21.0	384.1	NA
YPL021W	NA	NA	0.7401
YPL022W	67.0	NA	0.9307
YPL023C	NA	414.8	0.123
YPL024W	NA	NA	1.405
YPL025C	NA	NA	0.5473
YPL026C	879.0	NA	0.3382
YPL027W	NA	NA	0.7227
YPL028W	117.0	718.7	NA
YPL029W	44.0	381.9	0.491
YPL030W	16.0	736.4	0.3392
YPL031C	217.0	594.9	1.198
YPL032C	24.0	569.6	0.7646
YPL033C	NA	NA	0.4399
YPL034W	NA	NA	0.5345
YPL035C	NA	NA	0.3239
YPL036W	NA	NA	0.5795
YPL037C	NA	659.9	0.8375
YPL038W	95.0	181.8	0.292
YPL038W-A	NA	NA	NA
YPL039W	NA	NA	0.5981
YPL040C	NA	563.1	0.8871
YPL041C	54.0	NA	0.3659
YPL042C	NA	NA	0.701
YPL043W	22.0	359.9	NA
YPL044C	NA	NA	NA
YPL045W	30.0	723.0	1.198
YPL046C	5.0	269.0	0.6379
YPL047W	21.0	NA	0.7398
YPL048W	45.0	605.5	0.4022
YPL049C	26.0	416.3	0.6302
YPL050C	7.0	537.3	0.6094
YPL051W	72.0	488.2	0.4289
YPL052W	73.0	NA	0.6524
YPL053C	27.0	138.6	0.3294
YPL054W	NA	NA	0.3147
YPL055C	15.0	NA	0.5808
YPL056C	NA	NA	0.5714
YPL057C	33.0	NA	0.5096
YPL058C	NA	722.4	0.6604
YPL059W	94.0	433.7	0.7273
YPL060W	29.0	NA	0.4416
YPL061W	115.0	237.9	0.9677
YPL062W	NA	NA	0.7113
YPL063W	39.0	576.3	NA
YPL064C	173.0	635.7	0.5074
YPL065W	259.0	1035.2	0.5328
YPL066W	20.0	NA	0.6172
YPL067C	45.0	NA	0.3149
YPL068C	33.0	NA	0.3764
YPL069C	95.0	404.0	1.11
YPL070W	NA	733.4	0.3094
YPL071C	61.0	NA	0.8435
YPL072W	53.0	816.1	0.8563
YPL073C	NA	NA	0.4395
YPL074W	40.0	495.4	0.5827
YPL075W	36.0	594.5	NA
YPL076W	70.0	NA	NA
YPL077C	NA	NA	0.3622
YPL078C	NA	360.3	2.237
YPL079W	84.0	595.5	0.7856
YPL080C	NA	NA	0.8692
YPL081W	169.0	NA	0.6472
YPL082C	60.0	397.7	NA
YPL083C	25.0	498.7	NA
YPL084W	27.0	580.1	1.649
YPL085W	NA	643.9	NA
YPL086C	32.0	773.3	0.6444
YPL087W	NA	NA	0.635
YPL088W	NA	NA	0.6929
YPL089C	32.0	NA	0.3205
YPL090C	100.0	NA	0.702
YPL091W	35.0	507.3	0.2682
YPL092W	NA	2989.3	0.5433
YPL093W	28.0	334.3	NA
YPL094C	157.0	591.1	NA
YPL095C	NA	NA	0.2701
YPL096C-A	NA	NA	NA
YPL096W	108.0	345.1	0.4331
YPL097W	33.0	NA	0.5835
YPL098C	NA	503.4	0.8502
YPL099C	NA	584.6	0.5021
YPL100W	56.0	NA	0.7269
YPL101W	75.0	519.0	0.8306
YPL102C	NA	NA	0.7941
YPL103C	14.0	365.3	0.6483
YPL104W	65.0	388.9	0.4569
YPL105C	6.0	515.5	0.6444
YPL106C	101.0	777.2	1.968
YPL107W	74.0	NA	0.3883
YPL108W	NA	495.5	0.9192
YPL109C	110.0	NA	0.4767
YPL110C	NA	441.5	0.7346
YPL111W	69.0	586.4	0.7615
YPL112C	180.0	427.4	0.4663
YPL113C	NA	769.1	0.6287
YPL114W	NA	NA	0.6237
YPL115C	60.0	578.0	0.9328
YPL116W	NA	686.4	0.6163
YPL117C	136.0	634.1	NA
YPL118W	16.0	322.9	0.6807
YPL119C	18.0	802.3	0.651
YPL119C-A	NA	NA	NA
YPL120W	24.0	551.3	0.7421
YPL121C	NA	NA	0.382
YPL122C	46.0	NA	NA
YPL123C	NA	1003.2	0.5202
YPL124W	NA	NA	NA
YPL125W	214.0	751.0	0.6283
YPL126W	55.0	478.0	NA
YPL127C	35.0	212.6	0.3074
YPL128C	46.0	501.1	NA
YPL129W	251.0	632.6	1.537
YPL130W	NA	NA	0.5532
YPL131W	NA	644.9	NA
YPL132W	NA	531.0	1.102
YPL133C	12.0	319.3	0.1942
YPL134C	181.0	567.4	0.6466
YPL135C-A	NA	NA	NA
YPL135W	25.0	48.8	0.4131
YPL136W	NA	NA	0.5769
YPL137C	NA	360.6	0.3042
YPL138C	40.0	487.3	0.5472
YPL139C	NA	NA	0.5015
YPL140C	29.0	235.1	0.3593
YPL141C	NA	444.0	0.5304
YPL142C	NA	NA	NA
YPL143W	NA	579.5	NA
YPL144W	NA	783.3	0.9311
YPL145C	NA	644.7	0.5731
YPL146C	33.0	566.1	NA
YPL147W	NA	NA	0.4785
YPL148C	NA	NA	0.6372
YPL149W	NA	NA	0.5493
YPL150W	9.0	NA	0.5169
YPL151C	124.0	468.8	NA
YPL152W	NA	546.6	0.7542
YPL152W-A	NA	NA	NA
YPL153C	2.0	466.6	NA
YPL154C	NA	479.0	0.6127
YPL155C	NA	NA	0.5548
YPL156C	NA	NA	0.5072
YPL157W	NA	NA	0.4483
YPL158C	2.0	NA	0.7768
YPL159C	NA	NA	0.5764
YPL160W	81.0	641.2	NA
YPL161C	39.0	571.0	1.027
YPL162C	2.0	NA	0.4894
YPL163C	NA	NA	0.5119
YPL164C	NA	NA	0.6773
YPL165C	NA	NA	1.076
YPL166W	48.0	NA	0.4072
YPL167C	NA	NA	0.4789
YPL168W	107.0	317.0	0.8304
YPL169C	41.0	566.1	NA
YPL170W	NA	404.2	0.5093
YPL171C	NA	NA	0.6095
YPL172C	NA	NA	0.5306
YPL173W	NA	382.3	0.538
YPL174C	10.0	NA	1.207
YPL175W	NA	NA	NA
YPL176C	3.0	72.5	0.581
YPL177C	27.0	NA	0.4871
YPL178W	87.0	522.9	0.4832
YPL179W	NA	NA	0.35
YPL180W	NA	424.6	0.6567
YPL181W	29.0	177.9	0.186
YPL182C	NA	NA	0.2718
YPL183C	21.0	531.5	0.5156
YPL183W-A	2298.0	NA	1.064
YPL184C	65.0	734.9	0.7214
YPL185W	NA	NA	0.5356
YPL186C	NA	291.5	0.2315
YPL187W	NA	13.9	0.4899
YPL188W	86.0	566.3	0.4789
YPL189C-A	NA	NA	NA
YPL189W	NA	NA	0.773
YPL190C	38.0	304.4	NA
YPL191C	NA	334.4	0.432
YPL192C	NA	NA	0.7694
YPL193W	30.0	178.8	0.8403
YPL194W	16.0	218.9	0.7063
YPL195W	331.0	491.5	0.5462
YPL196W	411.0	482.0	0.514
YPL197C	NA	NA	0.5402
YPL198W	82.0	458.2	0.741
YPL199C	15.0	474.1	0.5195
YPL200W	NA	NA	0.4807
YPL201C	NA	NA	0.5046
YPL202C	35.0	NA	0.6637
YPL203W	25.0	NA	0.3249
YPL204W	25.0	398.9	NA
YPL205C	NA	NA	0.5115
YPL206C	18.0	525.8	1.203
YPL207W	164.0	276.8	0.3633
YPL208W	29.0	956.2	0.5183
YPL209C	78.0	NA	NA
YPL210C	53.0	563.6	NA
YPL211W	40.0	720.7	NA
YPL212C	151.0	553.2	0.4489
YPL213W	175.0	NA	0.9064
YPL214C	77.0	NA	0.4201
YPL215W	NA	413.7	0.7779
YPL216W	52.0	NA	0.4827
YPL217C	NA	520.8	NA
YPL218W	NA	538.6	NA
YPL219W	14.0	459.3	0.2354
YPL220W	76.0	NA	0.5516
YPL221W	NA	207.1	0.3172
YPL222C-A	NA	NA	NA
YPL222W	25.0	681.7	0.6735
YPL223C	80.0	NA	0.8559
YPL224C	NA	NA	0.7539
YPL225W	34.0	665.9	0.5564
YPL226W	33.0	541.9	0.8204
YPL227C	NA	626.7	0.4562
YPL228W	33.0	435.5	NA
YPL229W	84.0	NA	0.2529
YPL230W	NA	NA	0.9124
YPL231W	19.0	709.1	NA
YPL232W	14.0	387.0	0.7004
YPL233W	26.0	597.0	NA
YPL234C	75.0	NA	0.963
YPL235W	250.0	630.6	NA
YPL236C	NA	NA	0.4888
YPL237W	NA	576.5	NA
YPL238C	NA	NA	NA
YPL239W	25.0	646.5	1.067
YPL240C	NA	3898.6	0.6509
YPL241C	44.0	572.6	0.7586
YPL242C	NA	1180.4	NA
YPL243W	37.0	596.5	NA
YPL244C	NA	NA	0.3162
YPL245W	NA	551.0	0.3747
YPL246C	NA	520.1	0.1259
YPL247C	60.0	635.6	0.6131
YPL248C	NA	NA	0.5944
YPL249C	NA	675.4	0.838
YPL249C-A	NA	583.0	NA
YPL250C	NA	NA	0.9177
YPL250W-A	NA	NA	NA
YPL251W	NA	NA	NA
YPL252C	NA	668.2	NA
YPL253C	NA	56.1	0.5987
YPL254W	28.0	403.6	0.7609
YPL255W	NA	718.3	NA
YPL256C	5.0	NA	0.7499
YPL257W	NA	NA	0.6729
YPL258C	NA	NA	0.8253
YPL259C	37.0	535.3	0.5328
YPL260W	57.0	661.1	0.3578
YPL261C	NA	NA	1.056
YPL262W	NA	561.4	0.7882
YPL263C	29.0	943.4	0.6385
YPL264C	NA	NA	0.3519
YPL265W	7.0	156.7	0.4475
YPL266W	NA	495.6	NA
YPL267W	5.0	NA	0.6089
YPL268W	3.0	NA	1.824
YPL269W	30.0	NA	0.7345
YPL270W	57.0	387.5	0.7343
YPL271W	NA	373.9	1.406
YPL272C	NA	NA	0.8669
YPL273W	129.0	NA	0.5926
YPL274W	16.0	234.8	0.5671
YPL277C	NA	NA	NA
YPL278C	NA	NA	NA
YPL279C	NA	NA	NA
YPL280W	NA	NA	NA
YPL281C	NA	NA	NA
YPL282C	NA	NA	NA
YPL283C	NA	NA	NA
YPL283W-A	NA	NA	NA
