Gene	HL_IB	HL_MS	PP
YGR040W	83.0	497.8	0.4435
YGR041W	40.0	349.1	0.5368
YGR042W	14.0	280.6	0.349
YGR043C	61.0	1826.9	0.3341
YGR044C	NA	56.9	0.3942
YGR045C	NA	NA	0.4456
YGR046W	35.0	50.2	NA
YGR047C	23.0	440.9	NA
YGR048W	70.0	573.4	NA
YGR049W	29.0	657.3	0.7295
YGR050C	NA	NA	0.6087
YGR051C	NA	NA	0.7756
YGR052W	35.0	NA	0.4116
YGR053C	NA	NA	0.7766
YGR054W	NA	637.9	0.6115
YGR055W	35.0	34.2	0.5579
YGR056W	32.0	NA	0.8472
YGR057C	NA	440.2	0.6741
YGR058W	16.0	286.1	0.3341
YGR059W	NA	NA	0.7279
YGR060W	NA	163.3	NA
YGR061C	33.0	554.5	0.405
YGR062C	NA	673.7	0.6875
YGR063C	NA	NA	0.8549
YGR064W	NA	NA	0.6684
YGR065C	42.0	NA	NA
YGR066C	NA	NA	0.5402
YGR067C	NA	NA	0.2443
YGR068C	25.0	529.4	0.4987
YGR068W-A	NA	NA	NA
YGR069W	NA	NA	0.5601
YGR070W	NA	NA	0.7622
YGR071C	38.0	NA	0.8737
YGR072W	33.0	525.0	0.4511
YGR073C	NA	NA	NA
YGR074W	128.0	NA	NA
YGR075C	29.0	446.3	NA
YGR076C	64.0	325.9	0.2926
YGR077C	26.0	NA	0.5134
YGR078C	38.0	578.5	1.001
YGR079W	NA	NA	0.5169
YGR080W	150.0	698.1	0.8436
YGR081C	109.0	237.7	0.7898
YGR082W	NA	558.6	NA
YGR083C	NA	590.8	NA
YGR084C	82.0	375.9	0.7249
YGR085C	NA	NA	0.4631
YGR086C	113.0	381.6	0.7803
YGR087C	NA	NA	0.5783
YGR088W	33.0	6525.3	0.8546
YGR089W	16.0	354.7	0.4685
YGR090W	13266.0	677.4	NA
YGR091W	33.0	418.3	NA
YGR092W	11.0	347.8	1.221
YGR093W	70.0	489.7	0.2203
YGR094W	68.0	726.9	NA
YGR095C	101.0	585.7	NA
YGR096W	NA	NA	0.5433
YGR097W	29.0	517.7	0.7268
YGR098C	NA	NA	NA
YGR099W	248.0	525.4	NA
YGR100W	106.0	774.3	0.5656
YGR101W	56.0	NA	0.3948
YGR102C	65.0	251.0	0.4717
YGR103W	NA	494.6	NA
YGR104C	124.0	NA	1.73
YGR105W	84.0	NA	1.945
YGR106C	39.0	54.0	0.5917
YGR107W	NA	NA	0.6587
YGR108W	14.0	NA	0.468
YGR109C	NA	NA	0.5091
YGR110W	NA	NA	0.6405
YGR111W	108.0	14.3	0.4592
YGR112W	29.0	NA	0.5407
YGR113W	NA	533.4	NA
YGR114C	NA	NA	NA
YGR115C	NA	NA	NA
YGR116W	36.0	587.1	NA
YGR117C	5.0	498.0	0.7077
YGR118W	265.0	NA	1.173
YGR119C	14.0	684.3	NA
YGR120C	158.0	454.7	NA
YGR121C	36.0	NA	0.7704
YGR121W-A	NA	NA	NA
YGR122C-A	NA	NA	0.7257
YGR122W	138.0	541.1	1.374
YGR123C	125.0	521.0	0.6147
YGR124W	41.0	632.3	0.6271
YGR125W	NA	2438.9	0.4175
YGR126W	NA	441.8	0.4322
YGR127W	NA	729.0	0.4091
YGR128C	80.0	510.7	NA
YGR129W	81.0	351.7	0.2723
YGR130C	44.0	294.1	0.3511
YGR131W	NA	NA	0.6881
YGR132C	27.0	527.8	0.9903
YGR133W	82.0	NA	0.3617
YGR134W	10.0	523.1	0.6013
YGR135W	47.0	575.1	0.5237
YGR136W	NA	249.0	0.2455
YGR137W	NA	NA	0.3234
YGR138C	26.0	300.7	0.5706
YGR139W	NA	NA	0.2719
YGR140W	101.0	708.9	NA
YGR141W	36.0	108.8	0.4598
YGR142W	13.0	NA	0.4018
YGR143W	3.0	NA	0.361
YGR144W	NA	NA	0.4407
YGR145W	NA	389.1	NA
YGR146C	18.0	NA	0.4768
YGR146C-A	NA	NA	NA
YGR147C	114.0	532.2	NA
YGR148C	54.0	565.0	0.4114
YGR149W	38.0	NA	0.5928
YGR150C	23.0	410.7	0.6235
YGR151C	NA	NA	0.8171
YGR152C	11.0	532.1	1.014
YGR153W	NA	NA	0.1207
YGR154C	NA	NA	0.472
YGR155W	NA	616.6	0.6035
YGR156W	77.0	483.7	NA
YGR157W	43.0	452.7	0.5541
YGR158C	38.0	600.0	NA
YGR159C	NA	498.3	0.7008
YGR160W	NA	NA	1.767
YGR161C	57.0	NA	0.4464
YGR161W-C	NA	NA	NA
YGR162W	42.0	541.5	0.7974
YGR163W	37.0	519.8	0.6324
YGR164W	NA	NA	0.5358
YGR165W	48.0	365.0	0.3092
YGR166W	NA	501.3	0.4127
YGR167W	23.0	587.7	0.6253
YGR168C	58.0	NA	0.2571
YGR169C	86.0	NA	0.2142
YGR169C-A	NA	462.7	NA
YGR170W	NA	NA	0.5509
YGR171C	69.0	884.1	0.2654
YGR172C	NA	NA	NA
YGR173W	150.0	479.7	0.2971
YGR174C	759.0	599.5	0.6383
YGR174W-A	NA	NA	NA
YGR175C	40.0	83.3	NA
YGR176W	NA	NA	0.2861
YGR177C	118.0	19750.7	0.3656
YGR178C	NA	231.7	0.4502
YGR179C	30.0	1748.6	NA
YGR180C	372.0	735.2	0.7433
YGR181W	NA	495.9	0.5496
YGR182C	NA	NA	0.9512
YGR183C	2048.0	265.4	0.6891
YGR184C	NA	359.3	0.5488
YGR185C	121.0	638.2	NA
YGR186W	290.0	441.5	NA
YGR187C	47.0	748.8	0.4994
YGR188C	22.0	NA	1.328
YGR189C	31.0	192.4	0.3466
YGR190C	NA	NA	NA
YGR191W	23.0	95.9	NA
YGR192C	NA	769.3	0.4405
YGR193C	46.0	541.7	0.2298
YGR194C	50.0	602.9	0.2305
YGR195W	NA	614.3	NA
YGR196C	26.0	NA	0.6487
YGR197C	29.0	NA	0.3371
YGR198W	16.0	569.5	NA
YGR199W	NA	10128.2	0.6913
YGR200C	73.0	547.7	0.5174
YGR201C	120.0	1717.6	0.3738
YGR202C	26.0	543.9	0.7665
YGR203W	70.0	615.3	0.3528
YGR204C-A	NA	NA	NA
YGR204W	86.0	794.3	0.5887
YGR205W	472.0	461.8	0.3782
YGR206W	16.0	NA	0.4285
YGR207C	NA	458.5	0.6534
YGR208W	59.0	641.7	0.3137
YGR209C	NA	494.9	0.512
YGR210C	209.0	577.3	0.3328
YGR211W	13.0	669.8	NA
YGR212W	NA	NA	0.4252
YGR213C	NA	NA	0.787
YGR214W	NA	NA	0.5525
YGR215W	NA	275.7	0.5882
YGR216C	102.0	NA	NA
YGR217W	NA	NA	1.177
YGR218W	51.0	724.7	NA
YGR219W	NA	NA	0.6672
YGR220C	65.0	473.8	0.567
YGR221C	140.0	NA	0.8162
YGR222W	89.0	420.2	1.019
YGR223C	NA	572.7	0.6469
YGR224W	NA	NA	0.5126
YGR225W	NA	NA	0.6796
YGR226C	NA	NA	0.6865
YGR227W	NA	NA	0.8083
YGR228W	NA	NA	0.5309
YGR229C	39.0	448.0	0.6595
YGR230W	NA	NA	0.4802
YGR231C	39.0	426.1	0.4269
YGR232W	NA	640.5	0.654
YGR233C	41.0	550.5	0.5159
YGR234W	83.0	1022.3	0.5799
YGR235C	85.0	207.8	0.6264
YGR236C	NA	NA	0.5928
YGR237C	41.0	422.9	0.1799
YGR238C	39.0	NA	0.6598
YGR239C	NA	NA	0.3333
YGR240C	NA	766.0	0.5794
YGR240C-A	NA	NA	NA
YGR241C	365.0	366.0	0.7811
YGR242W	NA	NA	0.6125
YGR243W	44.0	NA	0.2621
YGR244C	NA	409.5	0.6031
YGR245C	55.0	273.1	NA
YGR246C	26.0	130.3	NA
YGR247W	21.0	NA	0.5066
YGR248W	NA	763.6	0.5966
YGR249W	NA	NA	0.793
YGR250C	24.0	285.5	0.2824
YGR251W	61.0	289.0	NA
YGR252W	44.0	458.6	0.8863
YGR253C	NA	682.6	NA
YGR254W	NA	NA	0.5523
YGR255C	184.0	428.4	0.8721
YGR256W	NA	NA	0.6978
YGR257C	32.0	456.8	0.7544
YGR258C	NA	265.7	0.6422
YGR259C	NA	NA	0.8469
YGR260W	31.0	92.4	0.7602
YGR261C	54.0	570.7	0.4796
YGR262C	NA	680.2	1.958
YGR263C	26.0	549.4	0.7693
YGR264C	65.0	623.2	NA
YGR265W	NA	NA	NA
YGR266W	30.0	453.6	0.6053
YGR267C	NA	844.5	NA
YGR268C	42.0	491.2	1.002
YGR269W	39.0	NA	0.6696
YGR270C-A	NA	NA	NA
YGR270W	893.0	574.5	0.6279
YGR271C-A	NA	423.7	NA
YGR271W	48.0	563.5	0.4199
YGR273C	NA	NA	1.044
YGR274C	NA	764.6	NA
YGR275W	NA	441.6	0.6203
YGR276C	NA	359.9	0.8315
YGR277C	NA	724.4	NA
YGR278W	63.0	1624.0	NA
YGR279C	23.0	187.3	0.4703
YGR280C	110.0	243.1	NA
YGR281W	65.0	622.4	0.5268
YGR282C	27.0	487.9	0.8793
YGR283C	40.0	696.1	0.7841
YGR284C	46.0	554.6	0.2614
YGR285C	107.0	596.4	0.7627
YGR286C	31.0	533.9	0.5543
YGR287C	4816.0	442.6	0.3909
YGR288W	NA	NA	0.5811
YGR289C	NA	NA	0.6312
YGR290W	NA	NA	0.4114
YGR291C	3.0	NA	0.5491
YGR292W	35.0	NA	0.3287
YGR293C	NA	NA	NA
YGR294W	NA	NA	NA
YGR295C	NA	NA	0.4699
YGR296C-A	NA	NA	NA
YGR296C-B	NA	NA	NA
YGR296W	NA	NA	NA
YHL001W	163.0	633.9	NA
YHL002C-A	NA	NA	NA
YHL002W	23.0	260.8	0.5861
YHL003C	48.0	893.0	0.9308
YHL004W	116.0	273.4	NA
YHL005C	NA	NA	0.8549
YHL006C	NA	NA	0.7499
YHL006W-A	NA	NA	NA
YHL007C	NA	554.8	0.6339
YHL008C	134.0	NA	0.5833
YHL009C	26.0	172.1	0.7035
YHL010C	NA	599.6	0.2907
YHL011C	NA	728.5	0.7487
YHL012W	NA	NA	1.024
YHL013C	50.0	634.0	1.019
YHL014C	NA	518.1	0.7122
YHL015W	NA	607.8	NA
YHL015W-A	NA	NA	NA
YHL016C	NA	NA	0.633
YHL017W	648.0	2264.9	0.8193
YHL018W	18.0	NA	NA
YHL019C	2.0	NA	0.3965
YHL019W-A	NA	NA	NA
YHL020C	76.0	177.5	0.653
YHL021C	NA	688.2	0.7506
YHL022C	NA	NA	0.6037
YHL023C	NA	575.7	0.6479
YHL024W	158.0	NA	0.7174
YHL025W	29.0	578.5	1.052
YHL026C	NA	NA	0.8602
YHL027W	2.0	42.8	0.8757
YHL028W	NA	NA	0.246
YHL029C	26.0	415.4	0.6748
YHL030W	19.0	782.9	0.3107
YHL030W-A	NA	NA	NA
YHL031C	NA	539.4	1.06
YHL032C	78.0	NA	0.4769
YHL033C	NA	557.1	1.025
YHL034C	NA	702.5	0.5502
YHL034W-A	NA	NA	NA
YHL035C	NA	NA	0.2768
YHL036W	55.0	NA	0.7725
YHL037C	NA	NA	1.306
YHL038C	51.0	677.1	0.6668
YHL039W	160.0	508.4	0.9178
YHL040C	NA	NA	0.5925
YHL041W	NA	NA	0.8103
YHL042W	NA	NA	0.5138
YHL043W	NA	NA	0.4706
YHL044W	NA	NA	0.3946
YHL045W	NA	NA	0.868
YHL046C	NA	NA	0.6003
YHL046W-A	NA	NA	NA
YHL047C	NA	NA	0.6686
YHL048C-A	NA	NA	NA
YHL048W	19.0	107.5	NA
YHL049C	NA	NA	NA
YHL050C	NA	NA	NA
YHL050W-A	NA	NA	NA
YHR001W	41.0	484.3	NA
YHR001W-A	2.0	153.3	0.2825
YHR002W	NA	NA	NA
YHR003C	122.0	587.4	0.5599
YHR004C	97.0	NA	1.425
YHR005C	71.0	402.1	0.9007
YHR005C-A	NA	197.1	NA
YHR006W	17.0	NA	0.2838
YHR007C	NA	158.7	NA
YHR007C-A	NA	NA	NA
YHR008C	NA	465.3	0.2239
YHR009C	82.0	517.8	0.7147
YHR010W	45.0	NA	2.595
YHR011W	61.0	448.0	0.8255
YHR012W	87.0	651.7	0.6077
YHR013C	244.0	567.7	0.7462
YHR014W	NA	NA	0.5914
YHR015W	2.0	NA	0.9108
YHR016C	8.0	480.9	0.8972
YHR017W	NA	452.0	0.7668
YHR018C	NA	1493.5	1.003
YHR019C	NA	655.9	NA
YHR020W	NA	727.6	NA
YHR021C	NA	NA	0.7636
YHR021W-A	NA	NA	0.3485
YHR022C	NA	NA	0.6107
YHR022C-A	NA	NA	NA
YHR023W	42.0	NA	NA
YHR024C	53.0	544.6	NA
YHR025W	73.0	742.2	0.7396
YHR026W	NA	827.0	0.9245
YHR027C	49.0	571.5	NA
YHR028C	NA	541.5	0.488
YHR028W-A	NA	NA	NA
YHR029C	138.0	1456.0	0.5966
YHR030C	62.0	997.0	0.6811
YHR031C	8.0	NA	1.413
YHR032C-A	NA	NA	NA
YHR032W	NA	NA	0.2941
YHR032W-A	NA	NA	NA
YHR033W	NA	NA	0.3265
YHR034C	62.0	492.5	0.6887
YHR035W	38.0	NA	0.5262
YHR036W	NA	262.8	NA
YHR037W	132.0	444.2	0.638
YHR038W	38.0	509.0	0.5486
YHR039C	38.0	602.0	0.5073
YHR039C-A	NA	574.4	NA
YHR040W	2.0	512.1	NA
YHR041C	NA	NA	0.8653
YHR042W	61.0	599.2	NA
YHR043C	277.0	2152.8	NA
YHR044C	18.0	NA	0.3802
YHR045W	NA	647.5	0.5871
YHR046C	57.0	608.9	0.4721
YHR047C	28.0	1161.9	0.5086
YHR048W	NA	NA	0.6578
YHR049C-A	NA	NA	0.3215
YHR049W	49.0	808.2	0.6997
YHR050W	29.0	110.4	0.5998
YHR050W-A	NA	NA	NA
YHR051W	48.0	313.2	0.5326
YHR052W	199.0	555.2	NA
YHR052W-A	NA	NA	NA
YHR053C	250.0	NA	NA
YHR054C	NA	NA	NA
YHR054W-A	NA	NA	NA
YHR055C	189.0	NA	NA
YHR056C	NA	NA	NA
YHR056W-A	NA	NA	NA
YHR057C	7.0	53.9	0.3617
YHR058C	26.0	582.9	NA
YHR059W	11.0	380.4	0.8517
YHR060W	52.0	NA	0.792
YHR061C	2.0	NA	0.78
YHR062C	46.0	521.6	NA
YHR063C	205.0	708.6	NA
YHR063W-A	NA	NA	NA
YHR064C	NA	588.3	0.8905
YHR065C	NA	472.3	NA
YHR066W	30.0	533.7	0.5036
YHR067W	NA	NA	0.8218
YHR068W	218.0	655.8	NA
YHR069C	74.0	592.2	NA
YHR069C-A	NA	NA	NA
YHR070C-A	NA	NA	NA
YHR070W	76.0	619.8	NA
YHR071C-A	NA	NA	NA
YHR071W	NA	NA	NA
YHR072W	18.0	710.9	NA
YHR072W-A	NA	478.1	NA
YHR073C-B	NA	NA	NA
YHR073W	39.0	1038.9	0.7103
YHR073W-A	NA	NA	NA
YHR074W	94.0	595.5	NA
YHR075C	NA	NA	0.495
YHR076W	NA	558.8	0.4813
YHR077C	2.0	1152.0	0.4832
YHR078W	NA	229.2	0.6102
YHR079C	32.0	684.6	0.5685
YHR079C-A	NA	NA	NA
YHR080C	NA	NA	0.1255
YHR081W	NA	427.4	0.8016
YHR082C	35.0	187.9	0.3622
YHR083W	NA	455.9	NA
YHR084W	34.0	288.7	NA
YHR085W	NA	556.9	NA
YHR086W	62.0	283.4	0.3579
YHR086W-A	NA	NA	NA
YHR087W	45.0	1126.2	0.4165
YHR088W	57.0	265.6	NA
YHR089C	30.0	545.1	NA
YHR090C	32.0	110.0	NA
YHR091C	NA	NA	0.5646
YHR092C	NA	NA	0.6196
YHR093W	NA	NA	0.4811
YHR094C	NA	198.2	0.3914
YHR095W	NA	NA	0.9727
YHR096C	NA	NA	0.5032
YHR097C	21.0	235.3	0.46
YHR098C	15.0	615.6	NA
YHR099W	NA	501.7	NA
YHR100C	NA	290.3	1.035
YHR101C	73.0	NA	NA
YHR102W	NA	458.5	NA
YHR103W	7.0	140.1	0.6138
YHR104W	152.0	1078.8	0.5915
YHR105W	NA	NA	0.5513
YHR106W	38.0	518.8	0.4824
YHR107C	121.0	669.9	NA
YHR108W	58.0	581.8	1.355
YHR109W	19.0	NA	0.498
YHR110W	48.0	421.5	0.5563
YHR111W	57.0	665.0	1.204
YHR112C	NA	970.7	0.5612
YHR113W	NA	662.7	0.4567
YHR114W	1187.0	586.5	0.3419
YHR115C	24.0	73.8	0.2858
YHR116W	3.0	258.3	0.634
YHR117W	98.0	590.6	0.5634
YHR118C	NA	303.0	NA
YHR119W	1814.0	277.5	NA
YHR120W	78.0	316.8	0.3186
YHR121W	38.0	553.9	0.3227
YHR122W	357.0	296.1	NA
YHR123W	NA	NA	0.4319
YHR124W	NA	NA	0.3401
YHR125W	NA	NA	0.3983
YHR126C	NA	NA	0.4468
YHR127W	NA	541.0	1.084
YHR128W	NA	2193.9	NA
YHR129C	NA	NA	0.7186
YHR130C	NA	NA	0.5602
YHR131C	39.0	NA	0.3369
YHR131W-A	NA	NA	NA
YHR132C	11.0	230.0	0.579
YHR132W-A	734.0	363.4	0.806
YHR133C	NA	349.8	0.6845
YHR134W	NA	NA	0.6698
YHR135C	14.0	286.7	0.4887
YHR136C	39.0	NA	0.8459
YHR137C-A	NA	NA	NA
YHR137W	56.0	NA	0.3846
YHR138C	87.0	158.5	0.4413
YHR139C	NA	NA	0.5738
YHR139C-A	NA	NA	0.1377
YHR140W	NA	NA	0.3773
YHR141C	2222.0	NA	NA
YHR142W	NA	159.4	0.4642
YHR143W	1323.0	NA	0.6701
YHR143W-A	NA	477.2	NA
YHR144C	41.0	707.4	NA
YHR145C	NA	NA	NA
YHR146W	NA	481.7	0.5353
YHR147C	73.0	302.5	0.4198
YHR148W	NA	484.4	NA
YHR149C	9.0	168.0	NA
YHR150W	NA	NA	0.7241
YHR151C	NA	NA	0.647
YHR152W	14.0	27.9	0.8291
YHR153C	NA	NA	0.4064
YHR154W	41.0	441.1	1.895
YHR155W	35.0	524.9	0.474
YHR156C	7.0	NA	0.7765
YHR157W	NA	NA	0.6591
YHR158C	NA	492.9	1.024
YHR159W	29.0	449.5	0.5028
YHR160C	NA	NA	0.5906
YHR161C	33.0	218.1	0.769
YHR162W	42.0	NA	0.6261
YHR163W	396.0	648.0	0.6163
YHR164C	NA	290.9	NA
YHR165C	NA	380.9	NA
YHR165W-A	NA	NA	NA
YHR166C	16.0	390.5	NA
YHR167W	30.0	785.0	1.596
YHR168W	73.0	NA	0.474
YHR169W	NA	558.2	NA
YHR170W	80.0	556.4	NA
YHR171W	NA	573.6	0.485
YHR172W	81.0	NA	NA
YHR173C	4.0	NA	NA
YHR174W	27.0	962.0	NA
YHR175W	NA	58.1	NA
YHR175W-A	NA	NA	NA
YHR176W	NA	NA	0.5299
YHR177W	NA	NA	0.5229
YHR178W	37.0	NA	0.95
YHR179W	107.0	1306.1	0.5269
YHR180C-B	NA	NA	NA
YHR180W	NA	NA	0.4886
YHR180W-A	NA	NA	NA
YHR181W	30.0	675.6	0.4175
YHR182C-A	NA	NA	NA
YHR182W	93.0	425.3	0.4741
YHR183W	NA	1114.3	1.346
YHR184W	NA	NA	0.5087
YHR185C	NA	NA	0.6108
YHR186C	112.0	943.3	NA
YHR187W	66.0	954.6	NA
YHR188C	42.0	550.1	NA
YHR189W	82.0	NA	1.16
YHR190W	NA	613.4	NA
YHR191C	NA	532.5	3.244
YHR192W	1175.0	632.6	NA
YHR193C	263.0	603.3	1.062
YHR193C-A	NA	NA	NA
YHR194W	10.0	NA	0.6216
YHR195W	5.0	130.0	0.5415
YHR196W	36.0	603.4	NA
YHR197W	80.0	499.8	NA
YHR198C	625.0	700.2	0.9104
YHR199C	88.0	544.9	1.218
YHR199C-A	NA	392.4	NA
YHR200W	46.0	934.7	2.143
YHR201C	139.0	602.5	NA
YHR202W	NA	261.2	0.4365
YHR203C	NA	NA	0.402
YHR204W	27.0	NA	0.5946
YHR205W	32.0	302.6	NA
YHR206W	23.0	297.6	0.7478
YHR207C	793.0	660.0	1.329
YHR208W	897.0	993.9	NA
YHR209W	40.0	3035.2	0.6466
YHR210C	NA	NA	0.7548
YHR211W	NA	NA	NA
YHR212C	NA	NA	NA
YHR212W-A	NA	NA	NA
YHR213W	NA	NA	NA
YHR213W-A	NA	NA	NA
YHR213W-B	NA	NA	NA
YHR214C-D	NA	NA	NA
YHR214C-E	NA	NA	NA
YHR214W	NA	NA	NA
YHR214W-A	NA	NA	NA
YHR215W	6.0	NA	NA
YHR216W	54.0	875.2	NA
YHR217C	NA	NA	NA
YHR218W	NA	NA	NA
YHR218W-A	NA	NA	NA
YHR219C-A	NA	NA	NA
YHR219W	NA	NA	NA
YIL001W	24.0	NA	0.228
YIL002C	23.0	NA	0.4507
YIL002W-A	NA	264.3	NA
YIL003W	NA	275.7	NA
YIL004C	NA	NA	NA
YIL005W	21.0	280.7	0.4149
YIL006W	NA	NA	0.5348
YIL007C	674.0	396.7	0.388
YIL008W	86.0	NA	1.032
YIL009C-A	NA	NA	2.518
YIL009W	58.0	477.0	1.365
YIL010W	48.0	379.5	0.4994
YIL011W	NA	NA	1.003
YIL012W	NA	NA	0.5281
YIL013C	NA	NA	0.3235
YIL014C-A	NA	NA	NA
YIL014W	10.0	343.1	0.5627
YIL015W	7.0	NA	2.537
YIL016W	4664.0	510.7	0.9161
YIL017C	7.0	263.4	0.9641
YIL018W	NA	NA	0.7522
YIL019W	NA	151.9	NA
YIL020C	NA	720.3	0.4663
YIL020C-A	NA	NA	NA
YIL021C-A	NA	NA	NA
YIL021W	29.0	648.8	NA
YIL022W	NA	555.0	NA
YIL023C	NA	NA	0.3221
YIL024C	NA	NA	0.6068
YIL025C	NA	NA	0.3487
YIL026C	42.0	620.9	NA
YIL027C	35.0	564.5	0.5601
YIL028W	NA	NA	0.5556
YIL029C	NA	NA	0.8527
YIL029W-A	NA	NA	NA
YIL030C	6.0	592.3	0.356
YIL030W-A	NA	NA	NA
YIL031W	14.0	NA	NA
YIL032C	NA	NA	0.3378
YIL033C	65.0	623.0	NA
YIL034C	68.0	614.2	0.359
YIL035C	62.0	633.6	0.4485
YIL036W	NA	352.3	0.2429
YIL037C	NA	NA	0.5767
YIL038C	64.0	485.6	0.6761
YIL039W	70.0	529.2	0.3336
YIL040W	339.0	1040.9	4.334
YIL041W	87.0	601.3	0.5407
YIL042C	121.0	NA	0.501
YIL043C	NA	564.8	0.3087
YIL044C	51.0	441.1	0.4639
YIL045W	2.0	NA	0.5352
YIL046W	3.0	504.4	NA
YIL046W-A	NA	NA	NA
YIL047C	22.0	NA	1.164
YIL047C-A	NA	NA	NA
YIL048W	NA	1191.4	NA
YIL049W	NA	NA	0.4628
YIL050W	19.0	NA	0.3895
YIL051C	809.0	694.0	NA
YIL052C	69.0	973.0	0.6162
YIL053W	113.0	877.0	0.814
YIL054W	6.0	NA	1.334
YIL055C	16.0	133.0	0.7017
YIL056W	26.0	196.0	0.4962
YIL057C	16.0	NA	0.09849
YIL058W	NA	NA	0.297
YIL059C	NA	NA	0.6511
YIL060W	NA	NA	0.3907
YIL061C	49.0	NA	NA
YIL062C	32.0	728.9	NA
YIL063C	22.0	531.6	NA
YIL064W	90.0	367.1	0.4645
YIL065C	NA	546.1	0.9216
YIL066C	64.0	NA	0.3517
YIL066W-A	NA	NA	NA
YIL067C	NA	NA	0.1906
YIL068C	28.0	796.6	NA
YIL068W-A	NA	NA	NA
YIL069C	NA	NA	0.496
YIL070C	NA	612.1	0.8738
YIL071C	33.0	NA	0.7445
YIL071W-A	NA	NA	NA
YIL072W	NA	NA	0.6478
YIL073C	NA	NA	0.6102
YIL074C	350.0	932.2	0.4848
YIL075C	400.0	589.9	NA
YIL076W	20.0	589.6	0.5031
YIL077C	62.0	487.7	0.8002
YIL078W	NA	591.9	NA
YIL079C	29.0	374.5	0.6694
YIL082W	NA	629.8	NA
YIL083C	75.0	487.0	NA
YIL084C	27.0	NA	0.7225
YIL085C	55.0	349.7	0.6725
YIL086C	NA	NA	0.3811
YIL087C	NA	NA	0.9621
YIL088C	NA	368.9	0.4463
YIL089W	3.0	NA	0.3717
YIL090W	34.0	NA	0.6468
YIL091C	NA	588.0	NA
YIL092W	3.0	NA	0.8421
YIL093C	NA	359.9	0.3179
YIL094C	18.0	745.7	0.693
YIL095W	31.0	267.6	0.6494
YIL096C	25.0	480.9	0.7539
YIL097W	59.0	453.0	0.4635
YIL098C	84.0	NA	0.8725
YIL099W	NA	NA	0.4935
YIL100C-A	NA	NA	NA
YIL100W	NA	NA	0.6301
YIL101C	19.0	NA	0.5413
YIL102C	NA	NA	0.1253
YIL102C-A	NA	NA	NA
YIL103W	38.0	514.5	0.6688
YIL104C	37.0	452.8	NA
YIL105C	21.0	334.0	0.8882
YIL105W-A	NA	NA	NA
YIL106W	87.0	570.6	NA
YIL107C	25.0	435.4	0.887
YIL108W	19.0	863.3	0.8634
YIL109C	NA	813.0	NA
YIL110W	NA	692.7	0.8431
YIL111W	NA	265.9	0.6834
YIL112W	15.0	165.0	0.8702
YIL113W	NA	NA	0.05214
YIL114C	NA	252.5	0.393
YIL115C	82.0	584.2	NA
YIL115W-A	NA	NA	NA
YIL116W	NA	773.9	0.7739
YIL117C	NA	129.0	0.4405
YIL118W	171.0	969.3	NA
YIL119C	26.0	119.3	0.6431
YIL120W	NA	NA	0.1735
YIL121W	52.0	NA	1.056
YIL122W	26.0	NA	0.5288
YIL123W	23.0	30.9	0.2095
YIL124W	76.0	478.3	0.2169
YIL125W	85.0	515.8	0.6478
YIL126W	NA	471.4	NA
YIL127C	60.0	248.1	NA
YIL128W	24.0	509.0	0.6188
YIL129C	299.0	452.4	NA
YIL130W	3.0	399.8	0.2713
YIL131C	31.0	244.0	0.5329
YIL132C	NA	NA	0.5853
YIL133C	1308.0	575.6	0.4747
YIL134C-A	NA	NA	NA
YIL134W	NA	NA	1.502
YIL135C	20.0	106.9	0.4582
YIL136W	115.0	390.9	0.5902
YIL137C	36.0	766.5	0.6921
YIL138C	24.0	650.1	0.7892
YIL139C	NA	NA	0.683
YIL140W	114.0	102.5	0.7783
YIL141W	NA	NA	1.094
YIL142C-A	NA	NA	NA
YIL142W	NA	677.6	NA
YIL143C	2.0	333.8	NA
YIL144W	39.0	188.6	NA
YIL145C	NA	569.6	1.256
YIL146C	NA	NA	0.7682
YIL147C	34.0	365.9	NA
YIL148W	187.0	NA	0.7349
YIL149C	20.0	410.8	0.567
YIL150C	NA	686.4	NA
YIL151C	13.0	NA	NA
YIL152W	NA	NA	0.4508
YIL153W	131.0	NA	0.3683
YIL154C	NA	NA	1.253
YIL155C	51.0	232.8	0.3029
YIL156W	48.0	489.8	0.674
YIL156W-A	NA	NA	NA
YIL156W-B	NA	785.1	NA
YIL157C	120.0	422.3	0.3031
YIL158W	NA	NA	0.36
YIL159W	20.0	511.1	0.646
YIL160C	30.0	NA	0.5089
YIL161W	62.0	360.7	0.7692
YIL162W	NA	615.5	0.6896
YIL163C	NA	NA	0.8045
YIL164C	NA	NA	0.6208
YIL165C	NA	NA	0.408
YIL166C	NA	NA	0.334
YIL169C	NA	NA	NA
YIL171W-A	NA	NA	NA
YIL172C	35.0	NA	NA
YIL173W	NA	NA	0.5875
YIL176C	NA	NA	NA
YIL177C	NA	NA	NA
YIL177W-A	NA	NA	NA
YIR001C	609.0	630.8	0.4061
YIR002C	NA	264.4	0.6803
YIR003W	32.0	639.1	0.6737
YIR004W	167.0	508.8	0.705
YIR005W	NA	NA	0.8952
YIR006C	3.0	609.7	NA
YIR007W	270.0	394.3	0.6753
YIR008C	60.0	650.4	NA
YIR009W	3.0	526.5	0.5563
YIR010W	22.0	252.1	NA
YIR011C	3.0	NA	NA
YIR012W	NA	485.0	NA
YIR013C	NA	NA	0.3399
YIR014W	NA	245.9	0.6621
YIR015W	17.0	316.4	NA
