,int,beta,beta_pval,sigma,adj_pval
SNF1,-0.000742856241693786,0.000281215614150533,0.89520630002273,0.166807155782899,1
RXT2,0.000554604225439888,0.000445946236749117,0.895290340669241,0.26473307160914,1
SPT4,-0.0137238325959128,-0.000427263396743195,0.895453906836742,0.254041255981885,1
TIP41,0.000757298059821351,0.000201062187399647,0.897036685084904,0.121395321542316,1
YPK3,-0.00558532633909846,-0.000224161542398078,0.897115230462668,0.135445922484127,1
STE20,1.74320362367772e-05,0.000212889524387886,0.89714540071323,0.128672934542438,1
BCY1,-0.0416490570008607,-0.00076883033053049,0.899346712097491,0.474909181744609,1
LRP1,0.0118640938835746,0.000374119222084063,0.902388117650418,0.238333179119942,1
KAP122,0.00348114564305013,0.000253033593173635,0.904067767093076,0.164031805067473,1
SPT23,-0.00590833154532781,0.000175569161590775,0.906058159117013,0.11623767388827,1
EFG1,0.00621831541367904,-0.000317894694976915,0.90685588581856,0.212276883730593,1
RFX1,0.00271622279625315,-0.000237506512613219,0.912640607009323,0.169145450293976,1
SAN1,-0.000731188703200586,-0.00018236104214311,0.919745243079111,0.14141384143051,1
REV3,-0.00353004508629359,-0.000109498890489198,0.919864017314295,0.0850383780142143,1
PIH1,0.00386063390148748,0.000202072583630742,0.923430766043497,0.164266801894867,1
ARP6,-0.0101695479917477,0.000184481830292929,0.927926397180918,0.159349397919867,1
HDA3,0.022148817836843,-0.000202993051345964,0.929988526618887,0.180517153944908,1
CGR1,0.00689059820427032,0.000175515161238711,0.932244887658698,0.161292652492458,1
TSR2,-0.000816525176688394,-0.000201161927196904,0.932617702211239,0.185886452361259,1
RRD1,-0.00225171081139643,-0.000126335992850565,0.936916306865766,0.124715882391181,1
TPK3,0.0011568472921744,0.000123976504446497,0.939267272056747,0.127133963242805,1
SWT21,-0.0108286363554574,-0.000177916902484687,0.939798084848557,0.184059912852638,1
IKI1,0.000301486582344031,-0.000188900294894909,0.941915669648608,0.202560392346269,1
DIG1,-0.0160652107612771,0.000271939942496491,0.944050001307943,0.302748190548703,1
PTC4,-0.00771689675037171,-8.69977796070389e-05,0.954577703843003,0.119335416832204,1
DID4,0.0174446022084953,-0.000193773786856437,0.9592761889267,0.296498831599344,1
RAD6,0.016005369646972,0.000240170274435944,0.959600696066373,0.370445858252535,1
VPS27,0.00412064128440906,0.000113442314211557,0.960480107765203,0.178873786741817,1
STB4,-0.00187704845401244,-5.73611300627303e-05,0.960940041258881,0.0915118656269451,1
YJL206C,-0.00462848868174504,8.61893298492739e-05,0.96367973827022,0.147883438456814,1
UBP14,-0.00188349603754806,-6.59581539023194e-05,0.964373335766034,0.115375611984941,1
VAM6,0.00119961433648846,7.46000032526735e-05,0.96621351950334,0.13760401954464,1
RPN10,0.00743612299094891,-0.000105911334510531,0.967143286618218,0.200891056271782,1
VPS16,0.000946560175268698,0.000176885164150681,0.967786201005692,0.342213003283643,1
BIK1,-0.00169463968534173,5.03151376487488e-05,0.968737207446664,0.100305514652832,1
NOT3,0.0170398363983388,-8.73060675407628e-05,0.969965566030147,0.181170490208351,1
VPS72,-0.0131320531474214,-6.45264449923744e-05,0.973717119714401,0.153021096509969,1
IRA1,-0.0148080320436939,-7.66617241526843e-05,0.981161171009909,0.25365850143445,1
BUD20,0.0138951371412805,-3.47207523855508e-05,0.986906212738091,0.165298707932434,1
PUS1,-0.0140564867559673,-4.10632751305959e-05,0.986973208993728,0.196499726473321,1
MDS3,-0.0130299169749985,-4.56433842734669e-05,0.988920840657636,0.256816060990091,1
UBA4,-0.00703608317238612,3.27208648805023e-05,0.990109332348295,0.206230621758456,1
SSK2,-0.00378506841594105,2.10574119183152e-05,0.991185582078341,0.148925007223836,1
PAP2,0.0115236509796281,-3.18942485148873e-05,0.991236047369881,0.226865641944037,1
BRO1,-0.00231147599633011,2.01542167589067e-05,0.992715016651804,0.172463198893902,1
GPG1,-0.00286377516122744,5.63950759602914e-07,0.999737390024335,0.133873639377676,1
YBP2,0.00312793987292857,-2.532467732213e-07,0.999867344744845,0.119010305601466,1
