,cor_c1,pval_cor_c1,beta_c1,pval_beta_c1,cor_c2,pval_cor_c2,beta_c2,pval_beta_c2,adjp_c1,adjp_c2,em_beta_1,em_beta_2,ratio_1,ratio_2
VPS25,-4.35113e-02,3.76622e-01,-4.11218e-02,3.76622e-01,-6.65847e-03,6.15495e-01,-8.82200e-04,6.15495e-01, 0.00000000, 0.0000000,-3.37143e-02,-6.29908e-04,0.0993499,0.9006501
OPI3,-8.26744e-02,1.00345e-02,-1.15158e-01,1.00345e-02, 1.24469e-02,3.72388e-01, 4.21811e-03,3.72388e-01, 0.00000000, 0.0000000,-7.66927e-02, 3.51678e-03,0.2658667,0.7341333
CHO2,-3.16926e-03,8.13326e-01,-8.76177e-04,8.13326e-01,-5.72983e-02,1.78470e-01,-6.59134e-02,1.78470e-01, 0.00000000, 0.0000000,-4.88235e-04,-7.12770e-02,0.8431827,0.1568173
CTK1,-5.58335e-04,9.67846e-01,-1.49940e-04,9.67846e-01,-2.23505e-02,5.04979e-01,-2.49239e-02,5.04979e-01, 0.00000000, 0.0000000, 1.08166e-04,-2.14005e-02,0.7409815,0.2590185
ELP3,-7.21753e-02,3.24967e-01,-6.13827e-02,3.24967e-01,-8.65591e-04,9.46916e-01,-1.40941e-04,9.46916e-01, 0.00000000, 0.0000000,-2.98948e-02, 1.43571e-04,0.0664758,0.9335242
NUP133, 1.83931e-03,8.88900e-01, 3.78617e-04,8.88900e-01,-9.13172e-02,9.46965e-02,-7.20010e-02,9.46965e-02, 0.00000000, 0.0000000, 4.15864e-04,-8.94790e-02,0.8982967,0.1017033
CTF8,-8.29321e-02,2.71930e-10,-7.27066e-03,2.71930e-10, 3.42651e-02,5.36324e-01, 1.50107e-02,5.36324e-01, 6.72106523, 0.0000000,-7.06330e-03,-1.03957e-02,0.8988165,0.1011835
DOA4,-2.03927e-02,6.50831e-01,-1.35364e-02,6.50831e-01, 1.02525e-02,4.42549e-01, 1.70596e-03,4.42549e-01, 0.00000000, 0.0000000,-3.37589e-02, 2.50307e-03,0.1532981,0.8467019
BRE2,-6.78560e-03,6.05729e-01,-9.64556e-04,6.05729e-01,-9.82362e-02,8.02673e-02,-6.79524e-02,8.02673e-02, 0.00000000, 0.0000000,-3.14663e-04,-4.64810e-02,0.9010846,0.0989154
SWD1,-5.81848e-02,2.89747e-01,-3.96314e-02,2.89747e-01,-1.40590e-02,2.85465e-01,-2.08245e-03,2.85465e-01, 0.00000000, 0.0000000,-2.80630e-02,-2.44085e-03,0.1056401,0.8943599
SPP1, 2.84174e-02,2.91625e-02, 3.34185e-03,2.91625e-02, 7.02600e-02,3.05138e-01, 3.35669e-02,3.05138e-01, 0.00000000, 0.0000000, 3.45533e-03, 2.95774e-02,0.9169127,0.0830873
SET1,-3.82915e-02,3.59293e-03,-5.89487e-03,3.59293e-03,-1.02770e-01,6.38344e-02,-5.93545e-02,6.38344e-02, 0.00000000, 0.0000000,-5.48731e-03,-5.56107e-02,0.8840215,0.1159785
HFI1,-9.51225e-03,4.81101e-01,-2.41399e-03,4.81101e-01,-5.07354e-02,2.07474e-01,-6.16929e-02,2.07474e-01, 0.00000000, 0.0000000,-2.30040e-03,-9.22465e-03,0.8151950,0.1848050
SWD3,-3.84859e-03,7.70597e-01,-6.19673e-04,7.70597e-01,-6.14134e-02,2.42498e-01,-4.56086e-02,2.42498e-01, 0.00000000, 0.0000000,-7.09329e-04,-4.18799e-02,0.8819730,0.1180270
SDC1, 1.23851e-02,3.47154e-01, 1.73120e-03,3.47154e-01,-1.06238e-01,4.93064e-02,-6.34033e-02,4.93064e-02, 0.00000000, 0.0000000, 1.65180e-03,-3.24579e-02,0.8804615,0.1195385
BIM1,-2.47222e-02,6.11495e-02,-2.54666e-03,6.11495e-02, 4.11264e-02,4.30264e-01, 1.88853e-02,4.30264e-01, 0.00000000, 0.0000000,-2.51661e-03,-2.66411e-02,0.8927290,0.1072710
BUD13, 2.21819e-02,9.32498e-02, 3.12750e-03,9.32498e-02, 5.61228e-02,2.75145e-01, 3.10048e-02,2.75145e-01, 0.00000000, 0.0000000, 3.04267e-03, 2.27329e-02,0.8601077,0.1398923
BRR1, 2.68116e-02,4.54006e-02, 2.19468e-03,4.54006e-02,-4.71541e-02,2.75372e-01,-1.86148e-02,2.75372e-01, 0.00000000, 0.0000000, 1.96871e-03,-2.34278e-03,0.8460021,0.1539979
BUD22, 3.99252e-03,7.61931e-01, 6.32721e-04,7.61931e-01, 2.17448e-02,6.86472e-01, 1.50561e-02,6.86472e-01, 0.00000000, 0.0000000, 4.66008e-04, 1.22289e-02,0.8752213,0.1247787
BUD20, 1.21482e-02,3.57462e-01, 1.26764e-03,3.57462e-01,-3.73024e-02,4.76204e-01,-1.83314e-02,4.76204e-01, 0.00000000, 0.0000000, 1.21835e-03,-9.99071e-03,0.8902748,0.1097252
IBA57, 6.95938e-04,9.58605e-01, 1.41369e-04,9.58605e-01,-1.21470e-01,4.62724e-03,-1.20565e-01,4.62724e-03, 0.00000000, 0.0000000, 8.28888e-04,-9.21600e-02,0.8470587,0.1529413
CAR2,-1.55565e-02,8.10519e-01,-1.11988e-02,8.10519e-01,-2.02560e-02,1.20815e-01,-1.72904e-03,1.20815e-01, 0.00000000, 0.0000000,-2.22433e-02,-1.75891e-03,0.0583472,0.9416528
SRV2, 5.08264e-03,7.05289e-01, 1.39990e-03,7.05289e-01,-2.52477e-02,5.48177e-01,-2.63053e-02,5.48177e-01, 0.00000000, 0.0000000, 1.69796e-03,-9.13688e-02,0.8498839,0.1501161
BUD21, 3.75405e-02,5.29378e-01, 2.56576e-02,5.29378e-01, 9.11713e-03,4.86654e-01, 1.04844e-03,4.86654e-01, 0.00000000, 0.0000000, 2.08618e-02, 7.33230e-04,0.0841476,0.9158524
CCE1, 7.87738e-03,5.70350e-01, 8.38123e-04,5.70350e-01,-7.39617e-02,2.53488e-02,-3.47086e-02,2.53488e-02, 0.00000000, 0.0000000, 1.62149e-03,-2.89924e-02,0.7491449,0.2508551
CDC40, 4.12808e-02,1.88730e-03, 8.96302e-03,1.88730e-03,-3.97272e-03,9.33549e-01,-3.43899e-03,9.33549e-01, 0.00000000, 0.0000000, 8.58170e-03, 1.73493e-02,0.8460800,0.1539200
SSN3, 1.14598e-02,3.89824e-01, 2.75656e-03,3.89824e-01,-7.31516e-02,1.11711e-01,-9.63099e-02,1.11711e-01, 0.00000000, 0.0000000, 1.94585e-03,-1.39930e-01,0.8817809,0.1182191
CGR1,-1.16781e-03,9.28909e-01,-1.19974e-04,9.28909e-01, 4.14061e-02,4.99696e-01, 2.47589e-02,4.99696e-01, 0.00000000, 0.0000000,-1.67547e-04, 4.43327e-03,0.9242621,0.0757379
CHL1,-2.25184e-02,8.63286e-02,-1.53095e-03,8.63286e-02, 8.58037e-02,1.34888e-01, 2.52083e-02,1.34888e-01, 0.00000000, 0.0000000,-1.47506e-03,-5.85904e-03,0.9063307,0.0936693
CGI121, 1.06655e-01,5.29107e-02, 6.88486e-02,5.29107e-02,-2.77162e-03,8.33187e-01,-3.83280e-04,8.33187e-01, 0.00000000, 0.0000000, 3.16082e-02,-2.61191e-04,0.1143101,0.8856899
CIN8, 2.66795e-02,5.52120e-01, 1.16058e-02,5.52120e-01,-8.23442e-03,5.37551e-01,-8.27109e-04,5.37551e-01, 0.00000000, 0.0000000,-1.08124e-02,-1.35296e-03,0.1402236,0.8597764
CKB1,-1.26433e-01,5.99218e-22,-1.36414e-02,5.99218e-22,-3.39809e-02,5.26320e-01,-2.36626e-02,5.26320e-01,18.37793770, 0.0000000,-1.36586e-02,-1.21785e-02,0.9110389,0.0889611
CKA2,-1.05697e-02,4.26919e-01,-1.29254e-03,4.26919e-01,-1.44110e-02,7.59172e-01,-1.05985e-02,7.59172e-01, 0.00000000, 0.0000000,-1.53395e-03,-2.46146e-02,0.8834686,0.1165314
CLB5,-1.52569e-01,1.42859e-31,-1.60268e-02,1.42859e-31,-2.15576e-02,7.09058e-01,-9.55577e-03,7.09058e-01,28.00061466, 0.0000000,-1.59825e-02,-2.62374e-02,0.8992906,0.1007094
CLB2,-1.77584e-02,1.79878e-01,-1.33445e-03,1.79878e-01, 2.20546e-02,6.59308e-01, 8.52772e-03,6.59308e-01, 0.00000000, 0.0000000,-1.26545e-03, 3.18030e-03,0.8849898,0.1150102
CKB2,-1.93345e-02,7.20845e-01,-1.59561e-02,7.20845e-01,-9.49001e-02,5.23627e-13,-1.25770e-02,5.23627e-13, 0.00000000, 9.4365009,-1.88963e-02,-1.22411e-02,0.0876437,0.9123563
CLA4, 1.58836e-03,9.80471e-01, 7.95848e-04,9.80471e-01,-2.19517e-02,9.27119e-02,-1.72204e-03,9.27119e-02, 0.00000000, 0.0000000,-8.67941e-03,-1.30202e-03,0.0639871,0.9360129
CLB1, 7.40213e-05,9.95495e-01, 6.03910e-06,9.95495e-01, 6.02018e-02,3.10313e-01, 3.17248e-02,3.10313e-01, 0.00000000, 0.0000000,-1.77624e-04, 3.66645e-02,0.9252371,0.0747629
CLN3,-1.84618e-02,6.10869e-01,-6.73665e-03,6.10869e-01,-3.56901e-02,9.06727e-03,-3.09156e-03,9.06727e-03, 0.00000000, 0.0000000,-6.16231e-03,-3.80631e-03,0.2332770,0.7667230
CLN2, 3.11548e-02,6.48103e-01, 1.41398e-02,6.48103e-01, 5.02789e-02,1.13228e-04, 2.85225e-03,1.13228e-04, 0.00000000, 1.1015693, 4.25206e-03, 2.68810e-03,0.0595440,0.9404560
CSM1,-2.79168e-02,6.30084e-01,-1.71781e-02,6.30084e-01,-2.12547e-02,1.05336e-01,-2.04386e-03,1.05336e-01, 0.00000000, 0.0000000,-6.13767e-02,-2.11051e-03,0.0692346,0.9307654
CTF18,-7.79998e-02,4.49401e-09,-9.24258e-03,4.49401e-09, 3.10060e-02,5.03413e-01, 1.50093e-02,5.03413e-01, 5.50288883, 0.0000000,-9.66451e-03,-2.28681e-02,0.8622490,0.1377510
CTF19,-3.00215e-02,2.11968e-02,-2.06594e-03,2.11968e-02, 8.78447e-02,1.99482e-01, 2.96710e-02,1.99482e-01, 0.00000000, 0.0000000,-1.85322e-03,-1.20370e-02,0.9386569,0.0613431
CSM3, 1.82048e-01,6.98670e-02, 9.08862e-02,6.98670e-02,-3.71176e-02,4.01240e-03,-3.06104e-03,4.01240e-03, 0.00000000, 0.0000000, 4.58681e-02,-3.03105e-03,0.0344542,0.9655458
CTF4,-7.16233e-03,5.94009e-01,-1.03618e-03,5.94009e-01,-6.24010e-02,1.38146e-01,-3.57499e-02,1.38146e-01, 0.00000000, 0.0000000,-1.53569e-03,-3.30220e-02,0.8274474,0.1725526
SSN8, 6.55456e-03,6.23855e-01, 1.24130e-03,6.23855e-01,-6.86102e-02,1.22861e-01,-8.25679e-02,1.22861e-01, 0.00000000, 0.0000000, 8.99621e-04,-1.23872e-01,0.8789496,0.1210504
DCC1,-7.43763e-02,2.02336e-08,-8.38748e-03,2.02336e-08, 2.29286e-02,6.35008e-01, 9.87438e-03,6.35008e-01, 4.84944897, 0.0000000,-8.62538e-03,-2.31553e-02,0.8663158,0.1336842
DBR1, 1.41363e-02,8.30418e-01, 6.95600e-03,8.30418e-01,-2.82579e-02,3.03187e-02,-3.01033e-03,3.03187e-02, 0.00000000, 0.0000000,-7.44727e-03,-2.94974e-03,0.0751679,0.9248321
DCS1,-4.06147e-02,4.59432e-01,-2.19782e-02,4.59432e-01,-1.52735e-02,2.45927e-01,-1.30358e-03,2.45927e-01, 0.00000000, 0.0000000,-1.58934e-02,-1.47702e-03,0.0906967,0.9093033
DBP3, 1.79150e-02,1.75804e-01, 2.28513e-03,1.75804e-01,-6.70958e-02,1.83262e-01,-3.95194e-02,1.83262e-01, 0.00000000, 0.0000000, 2.28915e-03,-2.87448e-02,0.8837593,0.1162407
DDR48, 3.42487e-02,5.61999e-01, 2.47192e-02,5.61999e-01, 2.64221e-02,4.38745e-02, 1.90557e-03,4.38745e-02, 0.00000000, 0.0000000, 2.63133e-02, 1.61131e-03,0.0618452,0.9381548
DHH1, 1.17371e-02,3.72013e-01, 2.45975e-03,3.72013e-01,-8.76469e-02,1.17641e-01,-8.18513e-02,1.17641e-01, 0.00000000, 0.0000000, 2.97881e-03,-4.95881e-02,0.8894755,0.1105245
DIG1,-4.50117e-02,3.49539e-01,-4.33983e-02,3.49539e-01, 1.00367e-02,4.49762e-01, 1.73036e-03,4.49762e-01, 0.00000000, 0.0000000,-8.12242e-03, 1.35719e-03,0.1215673,0.8784327
DEG1, 7.36470e-03,8.83700e-01, 4.97742e-03,8.83700e-01,-7.29775e-03,5.81402e-01,-9.92135e-04,5.81402e-01, 0.00000000, 0.0000000,-1.89406e-03,-1.10122e-03,0.1176525,0.8823475
DIG2, 4.69749e-03,7.16603e-01, 2.81186e-04,7.16603e-01,-5.44986e-02,5.33259e-01,-2.15540e-02,5.33259e-01, 0.00000000, 0.0000000, 6.82571e-05,-9.94176e-03,0.9567524,0.0432476
DSS1, 1.13003e-01,5.67238e-02, 4.76588e-02,5.67238e-02,-4.61745e-02,4.24548e-04,-3.24675e-03,4.24548e-04, 0.00000000, 0.5275960, 2.17474e-02,-3.14418e-03,0.0829727,0.9170273
DPB3,-3.17318e-02,1.55455e-02,-2.85552e-03,1.55455e-02, 1.99029e-04,9.97289e-01, 8.20508e-05,9.97289e-01, 0.00000000, 0.0000000,-3.04728e-03,-8.88222e-03,0.9039691,0.0960309
DST1, 2.24352e-02,8.59019e-02, 2.13323e-03,8.59019e-02,-6.33251e-02,3.22590e-01,-3.31568e-02,3.22590e-01, 0.00000000, 0.0000000, 1.95848e-03,-3.99947e-04,0.9255765,0.0744235
DUN1,-9.08338e-02,5.40252e-12,-8.64130e-03,5.40252e-12,-6.26331e-02,2.31322e-01,-3.13555e-02,2.31322e-01, 8.42292614, 0.0000000,-8.41783e-03,-5.59878e-02,0.9028064,0.0971936
EBS1,-3.34466e-02,1.05637e-02,-2.99913e-03,1.05637e-02, 1.82127e-02,7.68345e-01, 6.22591e-03,7.68345e-01, 0.00000000, 0.0000000,-2.92958e-03,-1.02211e-02,0.9102791,0.0897209
EDC1,-4.05739e-03,7.56177e-01,-3.64457e-04,7.56177e-01,-2.39419e-02,7.07521e-01,-1.58631e-02,7.07521e-01, 0.00000000, 0.0000000,-5.41162e-04,-5.99138e-03,0.9393130,0.0606870
EFG1,-4.21623e-02,3.67988e-01,-2.81452e-02,3.67988e-01, 1.88440e-02,1.56739e-01, 2.30373e-03,1.56739e-01, 0.00000000, 0.0000000,-2.17971e-02, 2.69251e-03,0.1263230,0.8736770
ELG1,-9.14055e-02,2.96971e-12,-6.37524e-03,2.96971e-12,-1.34049e-01,2.04120e-02,-6.41741e-02,2.04120e-02, 8.68280837, 0.0000000,-6.36724e-03,-3.92557e-02,0.9176424,0.0823576
ELF1, 1.99340e-02,1.26707e-01, 3.50554e-03,1.26707e-01, 2.26773e-02,7.28915e-01, 1.90735e-02,7.28915e-01, 0.00000000, 0.0000000, 3.56134e-03, 1.81014e-02,0.9097694,0.0902306
ELM1, 4.46009e-02,4.49276e-01, 2.79979e-02,4.49276e-01,-2.49059e-02,5.75065e-02,-3.26597e-03,5.75065e-02, 0.00000000, 0.0000000,-3.09726e-02,-2.91197e-03,0.0895213,0.9104787
ERF2,-1.57844e-03,9.80189e-01,-7.34333e-04,9.80189e-01,-1.77775e-02,1.73720e-01,-1.30649e-03,1.73720e-01, 0.00000000, 0.0000000,-1.63990e-02,-1.08044e-03,0.0685004,0.9314996
ERG2, 5.44159e-03,6.83623e-01, 6.50565e-04,6.83623e-01,-6.40396e-03,8.86871e-01,-4.49486e-03,8.86871e-01, 0.00000000, 0.0000000, 2.58953e-04,-2.66687e-02,0.8787512,0.1212488
EST1, 1.23219e-02,3.49161e-01, 8.76698e-04,3.49161e-01, 5.71790e-02,2.98911e-01, 2.62392e-02,2.98911e-01, 0.00000000, 0.0000000, 7.05347e-04, 1.37261e-02,0.9144584,0.0855416
EXO1,-7.24219e-02,2.39136e-01,-4.56140e-02,2.39136e-01, 6.47158e-04,9.60561e-01, 4.95784e-05,9.60561e-01, 0.00000000, 0.0000000,-3.98089e-02, 1.74006e-04,0.0624428,0.9375572
FAB1,-1.57020e-02,2.30032e-01,-1.62981e-03,2.30032e-01,-1.33875e-02,8.29246e-01,-8.83685e-03,8.29246e-01, 0.00000000, 0.0000000,-1.55968e-03,-3.69997e-02,0.9287922,0.0712078
FKS1, 3.78697e-03,7.77449e-01, 5.23872e-04,7.77449e-01,-8.88443e-02,4.01404e-02,-5.92732e-02,4.01404e-02, 0.00000000, 0.0000000,-1.44261e-04,-5.24434e-02,0.8560134,0.1439866
GEP3,-8.97802e-02,1.34087e-02,-7.26040e-02,1.34087e-02, 1.99519e-02,1.44558e-01, 3.60016e-03,1.44558e-01, 0.00000000, 0.0000000,-6.56862e-02, 4.15772e-03,0.2059878,0.7940122
FIN1,-3.09510e-03,8.11327e-01,-2.16250e-04,8.11327e-01, 1.71752e-03,9.83023e-01, 9.69173e-04,9.83023e-01, 0.00000000, 0.0000000,-4.32530e-04, 2.82838e-03,0.9611527,0.0388473
FRA2,-5.45299e-02,4.34048e-01,-3.12902e-02,4.34048e-01, 4.80190e-02,2.24743e-04, 2.22916e-03,2.24743e-04, 0.00000000, 0.8038365,-2.86046e-02, 2.20929e-03,0.0443634,0.9556366
GAL80,-1.78901e-02,8.74047e-01,-1.42288e-02,8.74047e-01, 8.46328e-03,5.11273e-01, 5.53990e-04,5.11273e-01, 0.00000000, 0.0000000,-1.21878e-02, 5.68094e-04,0.0173994,0.9826006
FUS3,-1.32893e-02,3.10998e-01,-1.74351e-03,3.10998e-01, 3.02372e-02,6.06215e-01, 2.55049e-02,6.06215e-01, 0.00000000, 0.0000000,-2.29596e-03, 1.73103e-02,0.9200039,0.0799961
GCR2,-2.86840e-02,5.27711e-01,-2.16592e-02,5.27711e-01,-3.43435e-02,1.00296e-02,-4.93659e-03,1.00296e-02, 0.00000000, 0.0000000,-2.05047e-02,-5.09822e-03,0.1424268,0.8575732
GPA2, 9.09262e-03,4.94938e-01, 9.00729e-04,4.94938e-01, 1.61216e-03,9.72163e-01, 9.34768e-04,9.72163e-01, 0.00000000, 0.0000000, 4.80307e-04,-3.31464e-02,0.8832025,0.1167975
GPR1, 2.77946e-02,3.86426e-02, 3.80981e-03,3.86426e-02,-6.26853e-02,1.34630e-01,-4.76465e-02,1.34630e-01, 0.00000000, 0.0000000, 3.22004e-03,-3.92727e-02,0.8533191,0.1466809
GPG1, 5.60425e-02,5.24914e-01, 2.92303e-02,5.24914e-01,-1.52531e-02,2.38415e-01,-1.63250e-03,2.38415e-01, 0.00000000, 0.0000000, 3.91565e-02,-1.85828e-03,0.0485361,0.9514639
GPH1,-2.29844e-02,6.29478e-01,-1.09668e-02,6.29478e-01, 1.87743e-02,1.57726e-01, 1.56881e-03,1.57726e-01, 0.00000000, 0.0000000, 4.63468e-03, 1.59796e-03,0.1204800,0.8795200
GIS4, 1.32413e-02,8.30443e-01, 7.17434e-03,8.30443e-01,-2.71418e-03,8.35677e-01,-2.31892e-04,8.35677e-01, 0.00000000, 0.0000000,-1.20259e-02,-2.13286e-04,0.0677018,0.9322982
GTR1,-1.78937e-02,7.13974e-01,-1.18176e-02,7.13974e-01,-2.14056e-02,1.06573e-01,-1.94706e-03,1.06573e-01, 0.00000000, 0.0000000,-1.18548e-02,-2.06061e-03,0.1039705,0.8960295
GSY2, 4.23040e-02,5.67490e-01, 2.22358e-02,5.67490e-01,-1.89613e-02,1.44571e-01,-1.63554e-03,1.44571e-01, 0.00000000, 0.0000000, 4.28926e-03,-1.47511e-03,0.0562432,0.9437568
GSY1, 3.99645e-02,6.93007e-01, 2.01679e-02,6.93007e-01,-4.06238e-02,1.63726e-03,-3.27736e-03,1.63726e-03, 0.00000000, 0.0000000, 1.53494e-02,-3.17536e-03,0.0309510,0.9690490
HAP4,-5.22265e-03,6.87189e-01,-5.48437e-04,6.87189e-01,-1.18175e-01,1.36669e-01,-7.21634e-02,1.36669e-01, 0.00000000, 0.0000000,-5.73706e-04,-3.11430e-02,0.9471875,0.0528125
HCR1,-6.24378e-03,9.10997e-01,-4.34160e-03,9.10997e-01,-3.10841e-02,1.80747e-02,-4.39642e-03,1.80747e-02, 0.00000000, 0.0000000, 1.64035e-04,-4.85107e-03,0.1026175,0.8973825
HFM1,-3.56943e-03,7.87692e-01,-3.92542e-04,7.87692e-01,-7.84713e-02,1.11743e-01,-4.32445e-02,1.11743e-01, 0.00000000, 0.0000000,-6.58997e-04,-3.63258e-02,0.8839835,0.1160165
HHT1,-7.78634e-02,2.54413e-09,-5.08738e-03,2.54413e-09,-6.14919e-02,3.17734e-01,-2.16379e-02,3.17734e-01, 5.74998360, 0.0000000,-5.03157e-03,-1.94816e-02,0.9148182,0.0851818
HNT3, 4.18079e-03,9.36294e-01, 1.70007e-03,9.36294e-01, 1.97250e-02,1.35146e-01, 1.44886e-03,1.35146e-01, 0.00000000, 0.0000000, 6.52594e-03, 1.70654e-03,0.1046183,0.8953817
HOG1, 5.10720e-02,3.40062e-01, 2.57335e-02,3.40062e-01,-1.02935e-02,4.34918e-01,-7.74374e-04,4.34918e-01, 0.00000000, 0.0000000, 2.50969e-02,-7.77761e-04,0.0892295,0.9107705
HHF1, 1.16831e-02,8.60423e-01, 3.75040e-03,8.60423e-01,-5.59621e-02,1.76308e-05,-4.34020e-03,1.76308e-05, 0.00000000, 1.9092499,-2.03643e-02,-4.60179e-03,0.0751419,0.9248581
HOS3,-1.12815e-02,3.87609e-01,-8.28999e-04,3.87609e-01,-1.07070e-01,9.79592e-02,-4.79901e-02,9.79592e-02, 0.00000000, 0.0000000,-7.75026e-04,-1.10201e-02,0.9350972,0.0649028
HOM2,-3.29983e-02,5.24092e-01,-1.95189e-02,5.24092e-01,-3.92707e-03,7.66272e-01,-4.35465e-04,7.66272e-01, 0.00000000, 0.0000000,-6.40774e-03,-5.44534e-04,0.0937991,0.9062009
HUR1, 2.53395e-02,5.76319e-02, 3.81378e-03,5.76319e-02,-4.50104e-02,3.18589e-01,-2.99988e-02,3.18589e-01, 0.00000000, 0.0000000, 3.33374e-03,-4.93435e-02,0.8617522,0.1382478
KKQ8, 6.42546e-03,8.96545e-01, 2.40083e-03,8.96545e-01,-1.14540e-03,9.31134e-01,-7.81664e-05,9.31134e-01, 0.00000000, 0.0000000, 6.30876e-03,-1.04812e-04,0.1173998,0.8826002
INP52,-4.46002e-03,9.35572e-01,-2.76574e-03,9.35572e-01,-1.55407e-02,2.37639e-01,-1.84214e-03,2.37639e-01, 0.00000000, 0.0000000, 3.14674e-02,-2.33813e-03,0.0987220,0.9012780
IRC3, 1.66802e-02,2.25090e-01, 2.28923e-03,2.25090e-01,-1.13849e-01,1.12280e-03,-6.93863e-02,1.12280e-03, 0.00000000, 0.1052199, 1.59562e-03,-5.01201e-02,0.7791299,0.2208701
IRE1,-1.42821e-02,2.77891e-01,-1.93834e-03,2.77891e-01, 1.84472e-01,7.17733e-04, 1.04916e-01,7.17733e-04, 0.00000000, 0.2995596,-1.64824e-03, 4.40290e-02,0.8747206,0.1252794
IRA2, 7.30190e-03,5.90954e-01, 1.71962e-03,5.90954e-01, 3.83939e-03,9.19987e-01, 3.08236e-03,9.19987e-01, 0.00000000, 0.0000000, 1.46480e-03, 1.95134e-02,0.7596782,0.2403218
IPK1,-2.86769e-02,3.40464e-02,-5.01533e-03,3.40464e-02,-2.99174e-02,4.48503e-01,-2.77623e-02,4.48503e-01, 0.00000000, 0.0000000,-6.02945e-03,-3.49167e-02,0.8375491,0.1624509
IRA1, 9.33782e-03,8.33869e-01, 7.17884e-03,8.33869e-01,-1.95916e-02,1.42671e-01,-2.60473e-03,1.42671e-01, 0.00000000, 0.0000000, 1.62886e-02,-2.62240e-03,0.1373841,0.8626159
JJJ1,-6.43811e-02,8.36444e-02,-2.58450e-02,8.36444e-02, 1.77532e-02,1.92762e-01, 1.69191e-03,1.92762e-01, 0.00000000, 0.0000000,-1.78557e-02, 1.38576e-03,0.2053142,0.7946858
IST3,-3.63413e-02,3.68281e-01,-1.64811e-02,3.68281e-01, 4.17435e-02,1.97362e-03, 4.72327e-03,1.97362e-03, 0.00000000, 0.0000000,-5.54800e-03, 4.37756e-03,0.1933591,0.8066409
IRS4, 7.39300e-03,8.93890e-01, 3.89413e-03,8.93890e-01,-6.76931e-03,6.06906e-01,-5.33565e-04,6.06906e-01, 0.00000000, 0.0000000,-6.84199e-03,-6.84637e-04,0.0877596,0.9122404
JNM1,-2.13684e-02,1.04082e-01,-2.02514e-03,1.04082e-01,-1.12900e-01,4.35736e-02,-4.73495e-02,4.35736e-02, 0.00000000, 0.0000000,-1.91290e-03,-3.63787e-02,0.9011632,0.0988368
KAR3,-1.11501e-02,8.47488e-01,-1.05753e-02,8.47488e-01,-2.20077e-02,9.35596e-02,-3.05804e-03,9.35596e-02, 0.00000000, 0.0000000,-3.07890e-02,-3.38749e-03,0.0774564,0.9225436
RRD1,-4.22628e-02,1.41538e-03,-3.41714e-03,1.41538e-03, 1.07897e-01,2.95251e-02, 4.23875e-02,2.95251e-02, 0.00464932, 0.0000000,-3.22927e-03, 2.13221e-02,0.8702383,0.1297617
RRP8, 1.63626e-02,2.10430e-01, 1.64757e-03,2.10430e-01,-9.65898e-02,1.30059e-01,-5.08623e-02,1.30059e-01, 0.00000000, 0.0000000, 1.73044e-03,-2.65125e-02,0.9193363,0.0806637
RSA1,-3.74754e-02,4.72950e-01,-3.19721e-02,4.72950e-01,-1.86941e-02,1.56809e-01,-3.76775e-03,1.56809e-01, 0.00000000, 0.0000000, 2.12566e-02,-5.05895e-03,0.1177968,0.8822032
RRP6, 1.02628e-01,6.13891e-02, 9.42888e-02,6.13891e-02,-1.30052e-02,3.23127e-01,-2.35156e-03,3.23127e-01, 0.00000000, 0.0000000, 2.90601e-02,-2.14056e-03,0.0967044,0.9032956
RRM3,-4.42823e-02,7.08068e-04,-4.03271e-03,7.08068e-04, 9.20952e-02,1.37088e-01, 4.92304e-02,1.37088e-01, 0.30544770, 0.0000000,-3.98918e-03, 1.82922e-02,0.9204605,0.0795395
RPB9,-6.70351e-02,8.59965e-02,-7.33122e-02,8.59965e-02,-2.12595e-03,8.75315e-01,-5.35047e-04,8.75315e-01, 0.00000000, 0.0000000,-3.01322e-02,-1.43500e-03,0.2056089,0.7943911
RNY1,-2.08910e-03,8.76106e-01,-3.41218e-04,8.76106e-01,-4.10687e-02,3.43078e-01,-2.90912e-02,3.43078e-01, 0.00000000, 0.0000000,-1.14866e-03,-4.45829e-02,0.8526002,0.1473998
RPA49,-5.50993e-02,4.32645e-01,-3.59455e-02,4.32645e-01, 2.16546e-02,9.62225e-02, 3.05765e-03,9.62225e-02, 0.00000000, 0.0000000,-1.97569e-02, 3.20406e-03,0.0740261,0.9259739
RPA14,-7.43138e-02,1.67209e-01,-3.25131e-02,1.67209e-01,-1.53630e-02,2.43702e-01,-1.33547e-03,2.43702e-01, 0.00000000, 0.0000000, 1.76481e-03,-1.49536e-03,0.1008592,0.8991408
RPA12,-1.75265e-02,7.15784e-01,-9.22457e-03,7.15784e-01,-7.63367e-03,5.65397e-01,-8.11749e-04,5.65397e-01, 0.00000000, 0.0000000,-5.32440e-03,-6.54658e-04,0.1382842,0.8617158
RNR4,-6.71218e-02,4.37945e-07,-1.27351e-02,4.37945e-07,-4.61355e-02,3.27211e-01,-3.72001e-02,3.27211e-01, 3.51410280, 0.0000000,-1.27996e-02,-6.99809e-02,0.8651600,0.1348400
