ID,Transcription responsiveness
YLR276C,2001.8682658537
YLR277C,491.2025853209
YLR278C,1114.4255675959
YLR279W,906.5422545242
YLR280C,773.8476167027
YLR281C,1042.3221835443
YLR282C,546.7215817054
YLR283W,708.4444389103
YLR284C,1394.6787724295
YLR285C-A,
YLR285W,1161.3159128587
YLR286C,5633.0981095561
YLR286W-A,
YLR287C,893.560291421
YLR287C-A,
YLR288C,697.7907132596
YLR289W,929.0565106897
YLR290C,1472.4698391888
YLR291C,1002.4055821528
YLR292C,983.1071444896
YLR293C,1788.8033271428
YLR294C,
YLR295C,1353.5944676175
YLR296W,
YLR297W,2668.9033326455
YLR298C,756.9304915215
YLR299C-A,
YLR299W,1472.8718356789
YLR300W,2416.9975053326
YLR301W,1009.1376959976
YLR302C,2328.2467552552
YLR303W,9914.9596112243
YLR304C,4324.8964197145
YLR305C,868.0795181505
YLR306W,652.6010853546
YLR307C-A,
YLR307W,4271.5056163464
YLR308W,3812.8519301189
YLR309C,914.3828125457
YLR310C,827.6390659728
YLR311C,1850.7583392009
YLR312C,5218.9068445862
YLR312WA,470.0379042229
YLR312W-A,
YLR313C,1108.1544343071
YLR314C,1742.6025513227
YLR315W,678.7375529577
YLR316C,835.1367006294
YLR317W,
YLR318W,876.0229593481
YLR319C,1288.538655421
YLR320W,870.8588578411
YLR321C,698.5790305597
YLR322W,
YLR323C,646.3858823869
YLR324W,938.1606637493
YLR325C,2233.7928596054
YLR326W,1244.0619558938
YLR327C,6866.2949955245
YLR328W,877.1358116876
YLR329W,1556.1238194185
YLR330W,946.4729199262
YLR331C,1169.3428079533
YLR332W,1496.7999570884
YLR333C,2039.2341609474
YLR334C,
YLR335W,715.4152046466
YLR336C,1024.0192634018
YLR337C,698.9853316096
YLR338W,
YLR339C,2553.8231969604
YLR340W,2781.4688842483
YLR341W,1727.5330432981
YLR342W,
YLR342W-A,
YLR343W,4574.7571642954
YLR344W,2303.2800841093
YLR345W,1757.6129867075
YLR346C,4952.6391153478
YLR347C,1023.5510789001
YLR347W-A,
YLR348C,2464.6597431455
YLR349W,1636.8418054107
YLR350W,1732.1990899805
YLR351C,887.4785363064
YLR352W,643.1408811705
YLR353W,1229.4241806762
YLR354C,1538.9163417782
YLR355C,2328.0813756066
YLR356W,2227.016891521
YLR357W,1016.7350934921
YLR358C,
YLR359W,2340.7807330295
YLR360W,622.6921013845
YLR361C,537.2813037421
YLR361C-A,
YLR362W,967.2703255014
YLR363C,731.0580594548
YLR363W-A,
YLR364C-A,
YLR364W,1573.1281640767
YLR365W,2243.2038635469
YLR366W,3078.3580239393
YLR367W,2638.2690390461
YLR368W,759.0544496551
YLR369W,609.1987404475
YLR370C,1095.3572303981
YLR371W,728.8964687504
YLR372W,3102.9119220833
YLR373C,763.6156245804
YLR374C,1073.4959078402
YLR375W,1147.4165927838
YLR376C,953.285157785
YLR377C,3869.9709561254
YLR378C,1592.5076040036
YLR379W,1141.8648190609
YLR380W,1334.162062756
YLR381W,900.3510812173
YLR382C,1006.588324084
YLR383W,1981.6322844108
YLR384C,1114.4563845855
YLR385C,1052.3862638423
YLR386W,688.9174253404
YLR387C,852.2652468372
YLR388W,2137.9874630919
YLR389C,841.2497451437
YLR390W,957.6832888415
YLR390WA,782.4404166562
YLR390W-A,
YLR391W,
YLR392C,759.5770712635
YLR393W,949.624932799
YLR394W,745.9638276247
YLR395C,1506.8369963951
YLR396C,462.8668094394
YLR397C,1903.2975786831
YLR398C,1329.7827731238
YLR399C,1210.5374781509
YLR399W-A,
YLR400W,976.1854387095
YLR401C,
YLR402W,
YLR403W,932.3169688218
YLR404W,720.1405398191
YLR405W,1007.8472137348
YLR406C,1516.6278682602
YLR406C-A,
YLR407W,1425.9556533206
YLR408C,878.7741966681
YLR409C,1986.8606799976
YLR410W,1069.559798955
YLR410W-A,
YLR410W-B,
YLR411W,2890.2229103659
YLR412C-A,
YLR412W,581.3633132649
YLR413W,4675.5479127001
YLR414C,2240.8706563855
YLR415C,1139.7195563507
YLR416C,1556.8586034511
YLR417W,629.9997091735
YLR418C,567.4164726773
YLR419W,691.900842061
YLR420W,1772.927109281
YLR421C,833.6384587465
YLR422W,877.6338473888
YLR423C,1057.4427091314
YLR424W,653.7118416284
YLR425W,1013.2939514278
YLR426W,632.4529701627
YLR427W,585.0512269233
YLR428C,815.3513345856
YLR429W,923.5638241763
YLR430W,1655.569383585
YLR431C,681.5681437238
YLR432W,
YLR433C,672.7865377971
YLR434C,
YLR435W,1778.7256122765
YLR436C,592.5786012404
YLR437C,1030.3043360685
YLR437C-A,
YLR438CA,287.6398176994
YLR438C-A,
YLR438W,3212.6424542053
YLR439W,825.1205497449
YLR440C,673.4582112098
YLR441C,2457.3058970342
YLR442C,1094.3329214731
YLR443W,721.6579226618
YLR444C,
YLR445W,4234.3645661926
YLR446W,1301.8336276644
YLR447C,951.5440948933
YLR448W,2234.4592927204
YLR449W,2121.2663183131
YLR450W,1229.3406274859
YLR451W,746.2780032194
YLR452C,5668.8258418141
YLR453C,686.4728201206
YLR454W,1887.9911756392
YLR455W,1957.5991954901
YLR456W,794.4811282806
YLR457C,610.898342353
YLR458W,
YLR459W,862.6764952883
YLR460C,
YLR461W,
YLR462W,
YLR463C,
YLR464W,
YLR465C,
YLR466C-A,
YLR466C-B,
YLR466W,
YLR467C-A,
YLR467W,
YML001W,776.872103699
YML002W,1167.09811298
YML003W,1188.9844650553
YML004C,1947.8737587027
YML005W,943.6947694621
YML006C,713.4704206584
YML007C-A,
YML007W,1595.2622517099
YML008C,1945.2415776223
YML009C,
YML009C-A,
YML009W-B,
YML010C-B,
YML010W,1199.4760711947
YML010W-A,
YML010W-B,
YML011C,633.7592874877
YML012C-A,
YML012W,1077.5073749039
YML013C-A,
YML013W,709.7555601698
YML014W,1346.1948995914
YML015C,545.1275363282
YML016C,1078.6472060939
YML017W,1175.4711231473
YML018C,1990.2865241454
YML019W,702.7255733486
YML020W,562.5125282748
YML021C,767.3050157864
YML022W,2050.7682335284
YML023C,703.3054902966
YML024W,
YML025C,711.2770931486
YML026C,2314.983425612
YML027W,3026.2967314011
YML028W,2074.1627605621
YML029W,698.7498533696
YML030W,1030.922687675
YML031C-A,
YML031W,978.3630635642
YML032C,916.1544933015
YML032C-A,
YML033W,
YML034C-A,
YML034W,1388.7492410179
YML035C,772.1172062652
YML035C-A,
YML036W,586.8233113005
YML037C,734.156572443
YML038C,871.5288379796
YML039W,
YML040W,
YML041C,600.7200912718
YML042W,2951.5634356905
YML043C,1674.1094486807
YML045W,
YML045W-A,
YML046W,1186.9442911398
YML047C,16981.4376506718
YML047W-A,
YML048W,895.2740186431
YML048W-A,
YML049C,557.1402755806
YML050W,767.8176727953
YML051W,1254.206815118
YML052W,2059.4152584271
YML053C,887.3757608157
YML054C,4460.117329104
YML054C-A,
YML055W,784.6780258409
YML056C,
YML057C-A,
YML057W,930.8648992802
YML058C-A,
YML058W,1588.3533137532
YML058W-A,
YML059C,1137.0390770792
YML060W,1136.9061004439
YML061C,1112.681028499
YML062C,724.8073485721
YML063W,
YML064C,821.5374566156
YML065W,1098.0924302545
YML066C,1547.8062044936
YML067C,672.0677505283
YML068W,575.0793391763
YML069W,744.354801015
YML070W,3044.495645638
YML071C,736.7417463484
YML072C,1196.0840450505
YML073C,
YML074C,1355.3203994748
YML075C,1863.7681861916
YML076C,841.4869254578
YML077W,761.1817416382
YML078W,1128.6922322969
YML079W,806.7229440234
YML080W,1262.9090056823
YML081CA,235.1755036387
YML081C-A,
YML081W,995.0918771303
YML082W,752.689825267
YML083C,3329.8719949175
YML084W,
YML085C,1579.8926989062
YML086C,791.8087075286
YML087C,1392.4773772541
YML088W,801.0525792232
YML089C,3487.8792648976
YML090W,
YML091C,1698.3822019408
YML092C,1124.953364117
YML093W,2096.5791783326
YML094C-A,
YML094W,736.046987208
YML095C,558.9904451293
YML095C-A,
YML096W,580.8360458889
YML097C,839.8332744721
YML098W,889.8051818858
YML099C,500.3817019765
YML099W-A,
YML100W,6500.361548336
YML100WA,598.0873936161
YML100W-A,
YML101C,1033.4635599611
YML101C-A,
YML102C-A,
YML102W,1174.774637646
YML103C,783.2241680746
YML104C,998.7186297807
YML105C,702.223842891
YML106W,1473.352977466
YML107C,806.1446906564
YML108W,1478.6681904869
YML109W,855.725283562
YML110C,1640.0859326584
YML111W,624.178654701
YML112W,696.5548316071
YML113W,1251.9457274043
YML114C,645.007853531
YML115C,660.0762148769
YML116W,3437.6786398985
YML116W-A,
YML117W,937.4377122329
YML117W-A,
YML118W,2004.0243901117
YML119W,1815.1766315748
YML120C,2102.2413261887
YML121W,814.951134638
YML122C,
YML123C,13845.1218315309
YML124C,910.8269145423
YML125C,1430.5092684019
YML126C,
YML127W,574.4418365142
YML128C,7952.1424493576
YML129C,1125.0086596384
YML130C,2395.9735173188
YML131W,3774.2473315798
YML132W,
YML133C,
YML133W-A,
YML133W-B,
YMR001C,2368.6319745405
YMR001C-A,
YMR002W,1304.2324275825
YMR003W,1152.5121768484
YMR004W,795.8113245553
YMR005W,751.8992658646
YMR006C,2587.6712523401
YMR007W,
YMR008C,1645.0816656117
YMR009W,2083.4855200967
YMR010W,1599.7448664664
YMR011W,5997.1401264024
YMR012W,1316.3696780261
YMR013C,696.2414936908
YMR013C-A,
YMR013W-A,
YMR014W,1583.3184596068
YMR015C,3963.5899425974
YMR016C,1634.6174267334
YMR017W,3881.4938362698
YMR018W,1469.9974509052
YMR019W,1620.0401962987
YMR020W,1066.912166867
YMR021C,715.8005901739
YMR022W,696.8628447655
YMR023C,750.9392513584
YMR024W,831.3816818995
YMR025W,785.2056521041
YMR026C,749.6715831739
YMR027W,1210.0909344039
YMR028W,589.7525746968
YMR029C,1001.7712664958
YMR030W,1168.4832511791
YMR030W-A,
YMR031C,3292.5442979365
YMR031WA,2528.3408050731
YMR031W-A,
YMR032W,1923.5753991123
YMR033W,781.2664193132
YMR034C,1042.201539049
YMR035W,909.6363806704
YMR036C,725.0461900391
YMR037C,1311.1537767696
YMR038C,1156.6916930599
YMR039C,1040.7063976225
YMR040W,2506.1512224261
YMR041C,1419.5659520673
YMR042W,1195.5410429668
YMR043W,856.3310797309
YMR044W,799.3929311726
YMR045C,
YMR046C,
YMR046W-A,
YMR047C,838.619756914
YMR048W,
YMR049C,2427.4336569984
YMR050C,
YMR051C,
YMR052C-A,
YMR052W,760.6851534629
YMR053C,1043.0433848599
YMR054W,972.7077581503
YMR055C,776.4600136269
YMR056C,1370.6603929038
YMR057C,
YMR058W,5501.5674411438
YMR059W,622.520624217
YMR060C,
YMR061W,616.3825756078
YMR062C,3218.271203629
YMR063W,1096.5949200966
YMR064W,665.7807101279
YMR065W,4146.4744636272
YMR066W,706.0621877932
YMR067C,875.2322925724
YMR068W,727.046375454
YMR069W,7975.5177066362
YMR070W,1004.5079819339
YMR071C,1159.0891083198
YMR072W,1026.267906841
YMR073C,804.8868103609
YMR074C,902.3030939823
YMR075CA,558.8604093481
YMR075C-A,
YMR075W,649.8578888517
YMR076C,3736.4300436875
YMR077C,810.6390530722
YMR078C,1095.0988244508
YMR079W,1277.1115183779
YMR080C,787.492436165
YMR081C,2560.9783059896
YMR082C,1681.0207962088
YMR083W,2347.1548843683
YMR084W,1241.0579410089
YMR085W,1891.6206568935
YMR086C-A,
YMR086W,1023.843835037
YMR087W,813.6849336816
YMR088C,1015.4172141179
YMR089C,1002.9639061427
YMR090W,4241.9326724602
YMR091C,680.9990466508
YMR092C,1397.3492370337
YMR093W,1839.305789278
YMR094W,3439.8649257204
YMR095C,9502.0334582105
YMR096W,9424.7643455077
YMR097C,1786.6037730052
YMR098C,736.0289663912
YMR099C,796.9068265594
YMR100W,1086.4073465365
YMR101C,2828.2730257355
YMR102C,1519.1527245141
YMR103C,1848.5709519801
YMR104C,2430.4552180414
YMR105C,7328.1121104289
YMR105W-A,
YMR106C,713.9987105955
YMR107W,4747.5004750354
YMR108W,2388.0395627633
YMR109W,966.692139208
YMR110C,1951.803671637
YMR111C,552.0025625408
YMR112C,871.1228835118
YMR113W,606.6569520867
YMR114C,1388.5754024827
YMR115W,696.9969720376
YMR116C,2334.600506177
YMR117C,1307.2692949842
YMR118C,2094.2287081644
YMR119W,692.5248815993
YMR119WA,879.8227630244
YMR119W-A,
YMR120C,4830.0108267565
YMR121C,
YMR122C,994.4884743276
YMR122W-A,
YMR123W,1163.2726210717
YMR124W,766.2855686817
YMR125W,1315.2079743279
YMR126C,694.3961709167
YMR127C,1080.6250156849
YMR128W,1569.7615033052
YMR129W,1604.1738583628
YMR130W,828.9973000905
YMR131C,2520.4729934965
YMR132C,1004.911521803
YMR133W,1369.7719485627
YMR134W,1177.3913161991
YMR135C,1140.1346987341
YMR135W-A,
YMR136W,2437.6911736851
YMR137C,661.534312046
YMR138W,695.3692902571
YMR139W,1354.8041723121
YMR140W,1308.7131748037
YMR141C,
YMR141W-A,
YMR142C,
YMR143W,2510.4239385994
YMR144W,1400.6200000446
YMR145C,3164.6680969489
YMR146C,1074.5296998486
YMR147W,1432.7725438361
YMR148W,1211.722479673
YMR149W,988.3881003942
YMR150C,739.403078168
YMR151W,562.7582836487
YMR152W,1008.0911321738
YMR153CA,558.3076956032
YMR153C-A,
YMR153W,550.4725238622
YMR154C,477.8238764287
YMR155W,764.4037612573
YMR156C,641.2828247795
YMR157C,870.5670228281
YMR158C-A,
YMR158W,916.6997441416
YMR158W-A,
YMR158W-B,
YMR159C,779.7471123687
YMR160W,1027.7909170641
YMR161W,606.867400126
YMR162C,746.9405959015
YMR163C,690.7342590729
YMR164C,703.5111127272
YMR165C,1167.0808077217
YMR166C,990.7150449669
YMR167W,875.641545559
YMR168C,628.6454056533
YMR169C,
YMR170C,2517.3287737658
YMR171C,702.4237235395
YMR172CA,647.1893635973
YMR172C-A,
YMR172W,872.6012738067
YMR173W,
YMR173WA,5755.2319640273
YMR173W-A,
YMR174C,
YMR175W,
YMR175W-A,
YMR176W,857.8621995566
YMR177W,797.7398170828
YMR178W,772.8836220945
YMR179W,1410.0190936358
YMR180C,837.5622514686
YMR181C,1898.5128232157
YMR182C,1402.0087874366
YMR182W-A,
YMR183C,958.3636712098
YMR184W,1555.2278698125
YMR185W,1034.5533370103
YMR186W,2321.6607803288
YMR187C,705.4630601331
YMR188C,1776.6058869311
YMR189W,3343.9931247596
YMR190C,886.5448216169
YMR191W,2058.1461048714
YMR192W,706.9739918895
YMR193C-A,
YMR193W,1225.6449685215
YMR194C-A,
YMR194C-B,
YMR194W,1989.8027698841
YMR195W,3775.0639917152
YMR196W,2305.2089299654
YMR197C,1104.1452708498
YMR198W,5083.8813365183
YMR199W,3017.654390898
YMR200W,927.1260721365
YMR201C,643.8951251603
YMR202W,2090.4749119634
YMR203W,1094.7928286377
YMR204C,579.9846492483
YMR205C,1693.6354761837
YMR206W,2110.6966902886
YMR207C,783.9469881314
YMR208W,845.2874515798
YMR209C,589.1851138185
YMR210W,835.4040862742
YMR211W,714.0465276893
YMR212C,854.3767003456
YMR213W,809.116601559
YMR214W,1041.6717515111
YMR215W,2464.0796550782
YMR216C,790.44581508
YMR217W,2867.4133414048
YMR218C,710.3123691649
YMR219W,1533.1760319559
YMR220W,1053.5615927526
YMR221C,835.5612161368
YMR222C,891.1196322758
YMR223W,1162.1192594874
YMR224C,1044.2771922251
YMR225C,1071.4530044777
YMR226C,1371.9825371075
YMR227C,617.2735684664
YMR228W,669.3888407126
YMR229C,2421.8167013035
YMR230W,1911.757834795
YMR230W-A,
YMR231W,609.8320915043
YMR232W,8938.6348207303
YMR233W,1031.5426162817
YMR234W,743.5546155022
YMR235C,1000.2230005334
YMR236W,844.9148446607
YMR237W,1497.5629754003
YMR238W,1223.9696757785
YMR239C,1676.4407854599
YMR240C,559.4456205197
YMR241W,1506.0249443088
YMR242C,2359.2726498659
YMR242W-A,
YMR243C,1548.0957414436
YMR244CA,1853.5247493412
YMR244C-A,
YMR244W,2996.5493194419
YMR245W,
YMR246W,2325.7699991233
YMR247C,706.5192315868
YMR247W-A,
YMR250W,7209.9210767096
YMR251W,3588.6162649804
YMR251WA,3915.2977121935
YMR251W-A,
YMR252C,1094.1846828613
YMR253C,976.7815686959
YMR254C,777.9968762072
YMR255W,1036.5130261015
YMR256C,
YMR257C,772.78175247
YMR258C,900.0082464785
YMR259C,1041.815019883
YMR260C,1609.6826405265
YMR261C,1412.0218699455
YMR262W,1092.5999799593
YMR263W,925.5610800199
YMR264W,1455.5867803307
YMR265C,808.172703699
YMR266W,1218.9199454841
YMR267W,974.4168481316
YMR268C,810.0761922176
YMR269W,1936.6094589599
YMR270C,670.3768181693
YMR271C,2558.6791317404
YMR272C,2008.6724037236
YMR272W-A,
YMR272W-B,
YMR273C,
YMR274C,923.8773169228
YMR275C,845.3560124666
YMR276W,2290.9693076177
YMR277W,1033.0486555101
YMR278W,999.3529065188
YMR279C,1003.7977605432
YMR280C,2021.3201103935
YMR281W,845.0148363282
YMR282C,658.9334649918
YMR283C,579.2531614915
YMR284W,835.4479564955
YMR285C,893.2379496211
YMR286W,
YMR287C,781.1844359323
YMR288W,520.2649840024
YMR289W,609.1139871473
YMR290C,2875.4321150775
YMR290W-A,
YMR291W,2077.4135096182
YMR292W,1245.2145832595
YMR293C,660.4553032535
YMR294W,1143.3795626507
YMR294WA,917.394612628
YMR294W-A,
YMR295C,1429.3165007493
YMR296C,1286.8213629263
YMR297W,2381.021133309
YMR298W,941.0021114398
YMR299C,720.5850012273
YMR300C,2430.2953691831
YMR301C,904.033565716
YMR302C,1238.3791181254
YMR303C,
YMR304C-A,
YMR304W,2224.6375784404
YMR305C,2668.3418409883
YMR306CA,1562.8821253301
YMR306C-A,
YMR306W,1281.4982840949
YMR307C-A,
YMR307W,1446.5269763635
YMR308C,1119.8749337424
YMR309C,1553.0635052406
YMR310C,1936.1533832507
YMR311C,1125.4946780329
YMR312W,760.9626083435
YMR313C,1020.4128243579
YMR314W,1049.8909023359
YMR315W,2625.0755433281
YMR315W-A,
YMR316C-A,
YMR316C-B,
YMR316W,4752.5582544992
YMR317W,
YMR318C,2252.0555669762
YMR319C,2137.1314937792
YMR320W,820.4111536777
YMR321C,
YMR322C,2580.4572363789
YMR323W,
YMR324C,
YMR325W,
YMR326C,
YNL001W,689.6813069544
YNL002C,2617.6095482502
YNL003C,806.4752965757
YNL004W,904.8942669747
YNL005C,856.5997376572
YNL006W,1081.4104856447
YNL007C,2385.9367761503
YNL008C,723.7628039099
YNL009W,2132.630568011
YNL010W,1020.9349294862
YNL011C,752.0384556472
YNL012W,1300.9241051349
YNL013C,1986.6088970798
YNL014W,2151.0173444079
YNL015W,4840.3484050746
YNL016W,1014.9594289638
YNL017C,
YNL018C,2419.629008156
YNL019C,2408.2075504286
YNL020C,600.7736563836
YNL021W,743.4535526889
YNL022C,1062.9219695362
YNL023C,998.231759614
YNL024C,1585.5432639724
YNL024C-A,
YNL025C,583.430117716
YNL026W,761.927905726
YNL027W,647.295797974
YNL028W,2655.0545426374
YNL029C,672.0818513871
YNL030W,
YNL031C,2222.8680772964
YNL032W,685.1532745965
YNL033W,
YNL034W,
YNL035C,652.1371227606
YNL036W,7901.2092741199
YNL037C,3233.9589795162
YNL038W,848.2100898005
YNL039W,806.1162269166
YNL040W,1300.8950175777
YNL041C,686.8812997734
YNL042W,2874.206652347
YNL042W-B,
YNL043C,1951.5825039173
YNL044W,1613.9993388147
YNL045W,1449.1733094853
YNL046W,1301.1922270548
YNL047C,554.9722264106
YNL048W,588.0040767054
YNL049C,628.5261091833
YNL050C,1101.9784647728
YNL051W,744.8148861782
YNL052W,1877.8513545692
YNL053W,1495.7129611789
YNL054W,692.9713880517
YNL054W-A,
YNL055C,3020.8128777357
YNL056W,734.0881196438
YNL057W,
YNL058C,2466.6665531474
YNL059C,827.3456384126
YNL061W,2018.7603811194
YNL062C,1487.4964286987
YNL063W,757.1216049369
YNL064C,1602.508804694
YNL065W,3257.5689003568
YNL066W,2543.0614377253
YNL067W,
YNL067W-A,
YNL067W-B,
YNL068C,769.5707333822
YNL069C,2294.8354582877
YNL070W,1061.4740378153
YNL071W,1215.8935260736
YNL072W,1477.0556433642
YNL073W,1159.8431865877
YNL074C,1080.3085510916
YNL075W,1849.4917114656
YNL076W,520.3775037467
YNL077W,1721.7286131691
YNL078W,2071.4753711163
YNL079C,1370.9781731283
YNL080C,1299.3134945671
YNL081C,751.2233655777
YNL082W,1141.6071502859
YNL083W,734.7873693613
YNL084C,792.77605916
YNL085W,1144.0479245584
YNL086W,681.1785333142
YNL087W,1461.8089263493
YNL088W,1060.3507615064
YNL089C,719.9127814851
YNL090W,725.6784070673
YNL091W,773.1149174892
YNL092W,1465.9133323536
YNL093W,2032.0599004131
YNL094W,614.6264639911
YNL095C,1265.1094822933
YNL096C,2442.1734354712
YNL097C,758.0257889146
YNL097C-B,
YNL097W-A,
YNL098C,1951.609548115
YNL099C,627.7131019285
YNL100W,1454.1448778328
YNL101W,783.9296062919
YNL102W,1260.4735429995
YNL103W,804.4798578427
YNL103W-A,
YNL104C,2353.7599983744
YNL105W,
YNL106C,1168.7313783155
YNL107W,709.3678704132
YNL108C,1323.3185555219
YNL109W,
YNL110C,2703.2757607651
YNL111C,3009.4791484034
YNL112W,3994.6077623022
YNL113W,1911.4888920082
YNL114C,1401.9554956609
YNL115C,1753.8285762971
YNL116W,1149.859696908
YNL117W,3717.1090788947
YNL118C,520.6087814239
YNL119W,1284.213070599
YNL120C,
YNL121C,1036.7864784446
YNL122C,963.8288124156
YNL123W,1005.416625243
YNL124W,1923.6818697235
YNL125C,1536.2098925375
YNL126W,1100.3362944898
YNL127W,918.4362563613
YNL128W,2849.7120099838
YNL129W,1369.4384622972
YNL130C,1122.8635661439
YNL130C-A,
YNL131W,770.0849574263
YNL132W,2514.9153402099
YNL133C,785.0914898658
YNL134C,5611.3632640098
YNL135C,1271.6629792751
YNL136W,
YNL137C,897.2790420866
YNL138W,1638.9096167386
YNL138W-A,
YNL139C,778.0636756244
YNL140C,
YNL141W,3377.2712767768
YNL142W,5944.1218979963
YNL143C,949.2789755965
YNL144C,1394.76208404
YNL144W-A,
YNL145W,5630.7983432502
YNL146C-A,
YNL146W,1650.0751966815
YNL147W,1059.1894484527
YNL148C,906.0743547928
YNL149C,1298.3375161885
YNL150W,
YNL151C,1319.5194142157
YNL152W,517.6127204877
YNL153C,1028.1078824472
YNL154C,1193.7226167397
YNL155W,3097.759379842
YNL156C,951.0013609968
YNL157W,997.6989446715
YNL158W,624.9036860376
YNL159C,811.7130404132
YNL160W,11455.3397077828
YNL161W,802.1718938391
YNL162W,
YNL162W-A,
YNL163C,961.8702462707
YNL164C,1034.9767555469
YNL165W,685.6430653107
YNL166C,1022.8040419334
YNL167C,685.6854723649
YNL168C,1011.7622332694
YNL169C,1128.3875064759
YNL170W,
YNL171C,785.28193897
YNL172W,957.1653070098
YNL173C,2194.0892736554
YNL174W,2006.3364390614
YNL175C,2770.2157736404
YNL176C,773.6233161668
YNL177C,870.0927655289
YNL178W,2425.0168005859
YNL179C,
YNL180C,1105.2718194402
YNL181W,889.9118589468
YNL182C,2040.009954395
YNL183C,1014.1981356271
YNL184C,935.878392644
YNL185C,894.6131949697
YNL186W,1602.5064592076
YNL187W,716.92156557
YNL188W,1256.5204791573
YNL189W,655.0913382752
YNL190W,1552.4232060966
YNL191W,1069.1473366032
YNL192W,3325.2372995102
YNL193W,732.7148876284
YNL194C,3470.4152839643
YNL195C,3206.2877154543
YNL196C,2640.5594668965
YNL197C,861.179166872
YNL198C,1008.1008867855
YNL199C,788.486432869
YNL200C,3060.1542186955
YNL201C,856.6156266747
YNL202W,1537.4544530159
YNL203C,
YNL204C,2551.486073896
YNL205C,
YNL206C,697.4632221066
YNL207W,1234.6660949546
YNL208W,4117.6516121792
YNL209W,
YNL210W,860.3778157891
YNL211C,833.5566851377
YNL212W,737.7326504238
YNL213C,802.4527362002
YNL214W,671.787373745
YNL215W,783.5952069386
YNL216W,1010.7866218213
YNL217W,1596.2716379472
YNL218W,651.4276856916
YNL219C,835.9953966451
YNL220W,2195.8381220084
YNL221C,1174.1369456468
YNL222W,820.2018394024
YNL223W,1014.2179034437
YNL224C,1119.6054432273
YNL225C,1767.1176841975
YNL226W,
YNL227C,1194.0079475631
YNL228W,
YNL229C,790.1017123438
YNL230C,634.2406645138
YNL231C,1762.799791636
YNL232W,933.3287049368
YNL233W,960.9481703844
YNL234W,1409.3203601465
YNL235C,
YNL236W,763.168797909
YNL237W,1517.9444545111
YNL238W,831.1187011957
YNL239W,2130.7574917649
YNL240C,1294.4933816389
YNL241C,2119.4116979392
YNL242W,894.1247115748
YNL243W,870.1135183461
YNL244C,1923.1750387533
YNL245C,641.1134970726
YNL246W,830.4432336543
YNL247W,1166.5406518431
YNL248C,2756.0433037451
YNL249C,550.8628368876
YNL250W,694.6069957863
YNL251C,1037.4817659764
YNL252C,818.138024705
YNL253W,592.3756933758
YNL254C,776.9664771547
YNL255C,1423.8301223375
YNL256W,976.6266815828
YNL257C,747.5388314923
YNL258C,922.776767759
YNL259C,1462.6931735329
YNL260C,732.1441980499
YNL261W,553.8649151514
YNL262W,960.7693204394
YNL263C,872.8814867939
YNL264C,851.6053846206
YNL265C,762.1970728455
YNL266W,660.6307407951
YNL267W,538.5047598881
YNL268W,1838.4372335728
YNL269W,1853.4807813174
YNL270C,1932.3066225524
YNL271C,843.0646578521
YNL272C,633.026538235
YNL273W,1046.534198368
YNL274C,3310.685914923
YNL275W,931.0482607341
YNL276C,1301.3714474919
YNL277W,1337.3148452793
YNL277W-A,
YNL278W,1032.5267122105
YNL279W,13818.9713679195
YNL280C,959.0971121851
YNL281W,1290.0588792111
YNL282W,932.4504709639
YNL283C,1616.4477414017
YNL284C,784.216563524
YNL284C-A,
YNL284C-B,
YNL285W,
YNL286W,541.0604206551
YNL287W,1042.540088818
YNL288W,1297.2613431597
YNL289W,1555.0714672127
YNL290W,952.2783036107
YNL291C,996.6058640492
YNL292W,920.7323715502
YNL293W,828.2626394971
YNL294C,639.1796171192
YNL295W,579.3871517496
YNL296W,1264.8349858964
YNL297C,627.0232376459
YNL298W,955.5999769858
YNL299W,1211.4954912365
YNL300W,5204.7424022191
YNL301C,2296.1257905297
YNL302C,2050.594553266
YNL303W,
YNL304W,764.2932921838
YNL305C,1663.6979254437
YNL306W,823.9603451573
YNL307C,1098.4585478456
YNL308C,1860.7222710808
YNL309W,831.8478971606
YNL310C,814.8172226052
YNL311C,1087.4768527346
YNL312W,1659.8221225345
YNL313C,1417.3758929382
YNL314W,592.9459059673
YNL315C,999.4031200856
YNL316C,559.0713190509
YNL317W,513.1610707766
YNL318C,3050.1568704026
YNL319W,2476.1910684329
YNL320W,836.5461014638
YNL321W,1115.6654324692
YNL322C,2253.5727648999
YNL323W,512.1175442004
YNL324W,965.6552131004
YNL325C,784.6613697679
YNL326C,516.1333201581
YNL327W,5202.8196481686
YNL328C,1106.0296410644
YNL329C,605.0042365176
YNL330C,676.0112436167
YNL331C,2085.9593327249
YNL332W,
YNL333W,
YNL334C,
YNL335W,
YNL336W,
YNL337W,
YNL338W,
YNL339C,
YNL339W-A,
YNL339W-B,
YNR001C,3300.2311466876
YNR001W-A,
YNR002C,3009.6860361158
YNR003C,1418.8594728316
YNR003W-A,
YNR004W,796.2388827501
YNR005C,799.006416968
YNR006W,805.5920368184
YNR007C,1127.806412875
YNR008W,936.4019632796
YNR009W,2055.6087244628
YNR010W,757.3095505537
YNR011C,681.4774715752
YNR012W,1192.8504461623
YNR013C,921.8293857953
YNR014W,2775.476593955
YNR015W,1047.5202153158
YNR016C,1373.489818844
YNR017W,1541.0612325438
YNR018W,1623.0799610682
YNR019W,1936.5632433298
YNR020C,1008.3938053874
